File Start Date,File End Date,File Start Time,File End Time,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Route,Different Start-End Hour,Hectometer per Minute,start_datetime_full,end_datetime_full,time_difference,time_difference_seconds,time_difference_minutes,start_time,end_time
2023-01-12,2023-01-12,1900-01-01 07:30:28,1900-01-01 07:59:59,"134,617",181.5,181.96045561470842,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.015599851429986338,2000-01-01 07:30:28,2000-01-01 07:59:59,0 days 00:29:31,1771.0,29.516666666666666,07:30:28,07:59:59
2023-01-12,2023-01-12,1900-01-01 08:00:00,1900-01-01 08:59:59,"134,617",181.96045561470842,182.89618670298378,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.015599851429986338,2000-01-01 08:00:00,2000-01-01 08:59:59,0 days 00:59:59,3599.0,59.983333333333334,08:00:00,08:59:59
2023-01-12,2023-01-12,1900-01-01 09:00:00,1900-01-01 09:45:05,"134,617",182.89618670298378,183.59948000495234,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.015599851429986338,2000-01-01 09:00:00,2000-01-01 09:45:05,0 days 00:45:05,2705.0,45.083333333333336,09:00:00,09:45:05
2023-01-12,2023-01-12,1900-01-01 08:08:30,1900-01-01 08:12:00,"3,500",163.2,165.8,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.7428571428571493,2000-01-01 08:08:30,2000-01-01 08:12:00,0 days 00:03:30,210.0,3.5,08:08:30,08:12:00
2023-01-12,2023-01-12,1900-01-01 16:29:31,1900-01-01 16:36:03,"6,533",164.2,166.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.3214285714285749,2000-01-01 16:29:31,2000-01-01 16:36:03,0 days 00:06:32,392.0,6.533333333333333,16:29:31,16:36:03
2023-01-16,2023-01-16,1900-01-01 06:49:25,1900-01-01 06:55:01,"5,600",163.4,165.6,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.39285714285714085,2000-01-01 06:49:25,2000-01-01 06:55:01,0 days 00:05:36,336.0,5.6,06:49:25,06:55:01
2023-01-16,2023-01-16,1900-01-01 07:35:27,1900-01-01 07:51:00,"15,550",164.2,166.5,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.14790996784565988,2000-01-01 07:35:27,2000-01-01 07:51:00,0 days 00:15:33,933.0,15.55,07:35:27,07:51:00
2023-01-11,2023-01-11,1900-01-01 18:01:31,1900-01-01 18:04:00,"2,483",161.9,163.9,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.8053691275167785,2000-01-01 18:01:31,2000-01-01 18:04:00,0 days 00:02:29,149.0,2.4833333333333334,18:01:31,18:04:00
2023-01-12,2023-01-12,1900-01-01 16:05:31,1900-01-01 16:07:00,"1,483",164.2,166.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.415730337078667,2000-01-01 16:05:31,2000-01-01 16:07:00,0 days 00:01:29,89.0,1.4833333333333334,16:05:31,16:07:00
2023-01-12,2023-01-12,1900-01-01 16:21:32,1900-01-01 16:25:05,"3,550",163.2,165.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.6197183098591598,2000-01-01 16:21:32,2000-01-01 16:25:05,0 days 00:03:33,213.0,3.55,16:21:32,16:25:05
2023-01-12,2023-01-12,1900-01-01 07:31:28,1900-01-01 07:41:02,"9,567",164.2,166.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.22996515679442686,2000-01-01 07:31:28,2000-01-01 07:41:02,0 days 00:09:34,574.0,9.566666666666666,07:31:28,07:41:02
2023-01-12,2023-01-12,1900-01-01 07:45:29,1900-01-01 07:53:00,"7,517",164.2,166.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.29268292682927055,2000-01-01 07:45:29,2000-01-01 07:53:00,0 days 00:07:31,451.0,7.516666666666667,07:45:29,07:53:00
2023-01-12,2023-01-12,1900-01-01 16:36:32,1900-01-01 16:44:00,"7,467",164.1,167.1,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.4017857142857143,2000-01-01 16:36:32,2000-01-01 16:44:00,0 days 00:07:28,448.0,7.466666666666667,16:36:32,16:44:00
2023-01-16,2023-01-16,1900-01-01 07:42:28,1900-01-01 07:50:03,"7,583",181.7,183.8,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.27692307692307994,2000-01-01 07:42:28,2000-01-01 07:50:03,0 days 00:07:35,455.0,7.583333333333333,07:42:28,07:50:03
2023-01-16,2023-01-16,1900-01-01 07:59:29,1900-01-01 07:59:59,"5,583",162.7,162.9417910447761,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.4835820895522419,2000-01-01 07:59:29,2000-01-01 07:59:59,0 days 00:00:30,30.0,0.5,07:59:29,07:59:59
2023-01-16,2023-01-16,1900-01-01 08:00:00,1900-01-01 08:05:04,"5,583",162.9417910447761,165.39194029850745,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.4835820895522419,2000-01-01 08:00:00,2000-01-01 08:05:04,0 days 00:05:04,304.0,5.066666666666666,08:00:00,08:05:04
2023-01-13,2023-01-13,1900-01-01 16:03:32,1900-01-01 16:10:03,"6,517",164.6,166.9,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.35294117647059,2000-01-01 16:03:32,2000-01-01 16:10:03,0 days 00:06:31,391.0,6.516666666666667,16:03:32,16:10:03
2023-01-16,2023-01-16,1900-01-01 08:09:30,1900-01-01 08:12:00,"2,500",180.8,182.9,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.8399999999999977,2000-01-01 08:09:30,2000-01-01 08:12:00,0 days 00:02:30,150.0,2.5,08:09:30,08:12:00
2023-01-16,2023-01-16,1900-01-01 09:03:29,1900-01-01 09:09:00,"5,517",181.9,184.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.43504531722054485,2000-01-01 09:03:29,2000-01-01 09:09:00,0 days 00:05:31,331.0,5.516666666666667,09:03:29,09:09:00
2023-01-16,2023-01-16,1900-01-01 09:38:29,1900-01-01 09:41:00,"2,517",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.874172185430459,2000-01-01 09:38:29,2000-01-01 09:41:00,0 days 00:02:31,151.0,2.5166666666666666,09:38:29,09:41:00
2023-01-11,2023-01-11,1900-01-01 18:10:31,1900-01-01 18:12:00,"1,483",161.3,164.8,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,2.359550561797753,2000-01-01 18:10:31,2000-01-01 18:12:00,0 days 00:01:29,89.0,1.4833333333333334,18:10:31,18:12:00
2023-01-12,2023-01-12,1900-01-01 07:34:28,1900-01-01 07:37:00,"2,533",175.7,179.9,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.657894736842112,2000-01-01 07:34:28,2000-01-01 07:37:00,0 days 00:02:32,152.0,2.533333333333333,07:34:28,07:37:00
2023-01-16,2023-01-16,1900-01-01 06:59:26,1900-01-01 06:59:59,"4,567",164.3,164.69744525547446,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.7226277372262737,2000-01-01 06:59:26,2000-01-01 06:59:59,0 days 00:00:33,33.0,0.55,06:59:26,06:59:59
2023-01-16,2023-01-16,1900-01-01 07:00:00,1900-01-01 07:04:00,"4,567",164.69744525547446,167.58795620437957,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.7226277372262737,2000-01-01 07:00:00,2000-01-01 07:04:00,0 days 00:04:00,240.0,4.0,07:00:00,07:04:00
2023-01-16,2023-01-16,1900-01-01 07:24:27,1900-01-01 07:26:00,"1,550",180.7,184.0,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,2.1290322580645236,2000-01-01 07:24:27,2000-01-01 07:26:00,0 days 00:01:33,93.0,1.55,07:24:27,07:26:00
2023-01-16,2023-01-16,1900-01-01 07:46:28,1900-01-01 07:59:59,"56,550",176.0,176.6931623931624,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.051282051282051384,2000-01-01 07:46:28,2000-01-01 07:59:59,0 days 00:13:31,811.0,13.516666666666667,07:46:28,07:59:59
2023-01-16,2023-01-16,1900-01-01 08:00:00,1900-01-01 08:43:01,"56,550",176.6931623931624,178.89914529914532,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.051282051282051384,2000-01-01 08:00:00,2000-01-01 08:43:01,0 days 00:43:01,2581.0,43.016666666666666,08:00:00,08:43:01
2023-01-12,2023-01-12,1900-01-01 07:19:27,1900-01-01 07:22:00,"2,550",163.8,166.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.0196078431372528,2000-01-01 07:19:27,2000-01-01 07:22:00,0 days 00:02:33,153.0,2.55,07:19:27,07:22:00
2023-01-11,2023-01-11,1900-01-01 17:43:32,1900-01-01 17:59:59,"24,467",156.5,157.91192098092642,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.0858310626702995,2000-01-01 17:43:32,2000-01-01 17:59:59,0 days 00:16:27,987.0,16.45,17:43:32,17:59:59
2023-01-11,2023-01-11,1900-01-01 18:00:00,1900-01-01 18:08:00,"24,467",157.91192098092642,158.5985694822888,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.0858310626702995,2000-01-01 18:00:00,2000-01-01 18:08:00,0 days 00:08:00,480.0,8.0,18:00:00,18:08:00
2023-01-16,2023-01-16,1900-01-01 07:57:29,1900-01-01 07:59:59,"7,583",175.6,176.88571428571427,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.514285714285715,2000-01-01 07:57:29,2000-01-01 07:59:59,0 days 00:02:30,150.0,2.5,07:57:29,07:59:59
2023-01-16,2023-01-16,1900-01-01 08:00:00,1900-01-01 08:05:04,"7,583",176.88571428571427,179.49142857142857,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.514285714285715,2000-01-01 08:00:00,2000-01-01 08:05:04,0 days 00:05:04,304.0,5.066666666666666,08:00:00,08:05:04
2023-01-16,2023-01-16,1900-01-01 07:27:27,1900-01-01 07:32:00,"4,550",163.3,165.7,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.5274725274725225,2000-01-01 07:27:27,2000-01-01 07:32:00,0 days 00:04:33,273.0,4.55,07:27:27,07:32:00
2023-01-16,2023-01-16,1900-01-01 08:06:29,1900-01-01 08:10:05,"3,600",163.3,165.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.5555555555555556,2000-01-01 08:06:29,2000-01-01 08:10:05,0 days 00:03:36,216.0,3.6,08:06:29,08:10:05
2023-01-16,2023-01-16,1900-01-01 08:27:29,1900-01-01 08:37:01,"9,533",175.9,178.9,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.3146853146853147,2000-01-01 08:27:29,2000-01-01 08:37:01,0 days 00:09:32,572.0,9.533333333333333,08:27:29,08:37:01
2023-01-16,2023-01-16,1900-01-01 07:07:27,1900-01-01 07:10:02,"2,583",164.3,167.6,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.277419354838703,2000-01-01 07:07:27,2000-01-01 07:10:02,0 days 00:02:35,155.0,2.5833333333333335,07:07:27,07:10:02
2023-01-12,2023-01-12,1900-01-01 06:58:26,1900-01-01 06:59:59,"8,567",164.4,164.88852140077822,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.31517509727626325,2000-01-01 06:58:26,2000-01-01 06:59:59,0 days 00:01:33,93.0,1.55,06:58:26,06:59:59
2023-01-12,2023-01-12,1900-01-01 07:00:00,1900-01-01 07:07:00,"8,567",164.88852140077822,167.09474708171206,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.31517509727626325,2000-01-01 07:00:00,2000-01-01 07:07:00,0 days 00:07:00,420.0,7.0,07:00:00,07:07:00
2023-01-12,2023-01-12,1900-01-01 07:23:28,1900-01-01 07:26:02,"2,567",180.2,183.7,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.3636363636363635,2000-01-01 07:23:28,2000-01-01 07:26:02,0 days 00:02:34,154.0,2.566666666666667,07:23:28,07:26:02
2023-01-12,2023-01-12,1900-01-01 07:24:28,1900-01-01 07:27:00,"2,533",163.3,165.8,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.986842105263158,2000-01-01 07:24:28,2000-01-01 07:27:00,0 days 00:02:32,152.0,2.533333333333333,07:24:28,07:27:00
2023-01-12,2023-01-12,1900-01-01 09:48:30,1900-01-01 09:58:00,"9,500",181.2,183.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.23157894736842285,2000-01-01 09:48:30,2000-01-01 09:58:00,0 days 00:09:30,570.0,9.5,09:48:30,09:58:00
2023-01-12,2023-01-12,1900-01-01 07:56:29,1900-01-01 07:59:59,"6,533",162.7,164.62857142857143,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.5510204081632688,2000-01-01 07:56:29,2000-01-01 07:59:59,0 days 00:03:30,210.0,3.5,07:56:29,07:59:59
2023-01-12,2023-01-12,1900-01-01 08:00:00,1900-01-01 08:03:01,"6,533",164.62857142857143,166.29081632653063,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.5510204081632688,2000-01-01 08:00:00,2000-01-01 08:03:01,0 days 00:03:01,181.0,3.0166666666666666,08:00:00,08:03:01
2023-01-14,2023-01-14,1900-01-01 17:13:29,1900-01-01 17:24:57,"11,467",155.0,157.2,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,M-E,False,0.19186046511627808,2000-01-01 17:13:29,2000-01-01 17:24:57,0 days 00:11:28,688.0,11.466666666666667,17:13:29,17:24:57
2023-01-17,2023-01-17,1900-01-01 07:21:28,1900-01-01 07:25:03,"3,583",164.1,166.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.6139534883720977,2000-01-01 07:21:28,2000-01-01 07:25:03,0 days 00:03:35,215.0,3.5833333333333335,07:21:28,07:25:03
2023-01-17,2023-01-17,1900-01-01 07:26:28,1900-01-01 07:59:59,"50,550",175.8,177.92172766238048,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.06330365974282866,2000-01-01 07:26:28,2000-01-01 07:59:59,0 days 00:33:31,2011.0,33.516666666666666,07:26:28,07:59:59
2023-01-17,2023-01-17,1900-01-01 08:00:00,1900-01-01 08:17:01,"50,550",177.92172766238048,178.99894493900428,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.06330365974282866,2000-01-01 08:00:00,2000-01-01 08:17:01,0 days 00:17:01,1021.0,17.016666666666666,08:00:00,08:17:01
2023-01-12,2023-01-12,1900-01-01 16:17:31,1900-01-01 16:19:00,"1,483",164.6,166.8,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.4831460674157417,2000-01-01 16:17:31,2000-01-01 16:19:00,0 days 00:01:29,89.0,1.4833333333333334,16:17:31,16:19:00
2023-01-16,2023-01-16,1900-01-01 07:12:27,1900-01-01 07:16:00,"3,550",163.7,166.2,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.7042253521126761,2000-01-01 07:12:27,2000-01-01 07:16:00,0 days 00:03:33,213.0,3.55,07:12:27,07:16:00
2023-01-17,2023-01-17,1900-01-01 06:51:26,1900-01-01 06:54:00,"2,567",181.4,186.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.9090909090909112,2000-01-01 06:51:26,2000-01-01 06:54:00,0 days 00:02:34,154.0,2.566666666666667,06:51:26,06:54:00
2023-01-17,2023-01-17,1900-01-01 06:59:26,1900-01-01 06:59:59,"45,633",176.5,176.52772096420745,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.050401753104456055,2000-01-01 06:59:26,2000-01-01 06:59:59,0 days 00:00:33,33.0,0.55,06:59:26,06:59:59
2023-01-17,2023-01-17,1900-01-01 07:00:00,1900-01-01 07:45:04,"45,633",176.52772096420745,178.7991599707816,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.050401753104456055,2000-01-01 07:00:00,2000-01-01 07:45:04,0 days 00:45:04,2704.0,45.06666666666667,07:00:00,07:45:04
2023-01-12,2023-01-12,1900-01-01 07:08:27,1900-01-01 07:12:00,"3,550",163.2,165.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.5915492957746543,2000-01-01 07:08:27,2000-01-01 07:12:00,0 days 00:03:33,213.0,3.55,07:08:27,07:12:00
2023-01-12,2023-01-12,1900-01-01 07:27:28,1900-01-01 07:30:03,"2,583",181.2,185.2,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.5483870967741935,2000-01-01 07:27:28,2000-01-01 07:30:03,0 days 00:02:35,155.0,2.5833333333333335,07:27:28,07:30:03
2023-01-12,2023-01-12,1900-01-01 16:01:31,1900-01-01 16:04:00,"2,483",164.2,166.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.8859060402684632,2000-01-01 16:01:31,2000-01-01 16:04:00,0 days 00:02:29,149.0,2.4833333333333334,16:01:31,16:04:00
2023-01-16,2023-01-16,1900-01-01 08:43:30,1900-01-01 08:48:01,"4,517",175.9,178.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.5313653136531378,2000-01-01 08:43:30,2000-01-01 08:48:01,0 days 00:04:31,271.0,4.516666666666667,08:43:30,08:48:01
2023-01-17,2023-01-17,1900-01-01 06:54:26,1900-01-01 06:57:00,"2,567",174.1,176.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.8571428571428638,2000-01-01 06:54:26,2000-01-01 06:57:00,0 days 00:02:34,154.0,2.566666666666667,06:54:26,06:57:00
2023-01-17,2023-01-17,1900-01-01 07:12:27,1900-01-01 07:19:00,"6,550",163.3,165.5,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.33587786259541813,2000-01-01 07:12:27,2000-01-01 07:19:00,0 days 00:06:33,393.0,6.55,07:12:27,07:19:00
2023-01-17,2023-01-17,1900-01-01 07:14:27,1900-01-01 07:59:59,"61,583",143.0,153.57309878213803,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,M-E,True,0.2322056833558865,2000-01-01 07:14:27,2000-01-01 07:59:59,0 days 00:45:32,2732.0,45.53333333333333,07:14:27,07:59:59
2023-01-17,2023-01-17,1900-01-01 08:00:00,1900-01-01 08:16:02,"61,583",153.57309878213803,157.2961299052774,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,M-E,True,0.2322056833558865,2000-01-01 08:00:00,2000-01-01 08:16:02,0 days 00:16:02,962.0,16.033333333333335,08:00:00,08:16:02
2023-01-17,2023-01-17,1900-01-01 07:25:28,1900-01-01 07:32:00,"6,533",164.3,166.6,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.352040816326528,2000-01-01 07:25:28,2000-01-01 07:32:00,0 days 00:06:32,392.0,6.533333333333333,07:25:28,07:32:00
2023-01-17,2023-01-17,1900-01-01 07:39:29,1900-01-01 07:41:00,"1,517",175.8,178.5,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.7802197802197728,2000-01-01 07:39:29,2000-01-01 07:41:00,0 days 00:01:31,91.0,1.5166666666666666,07:39:29,07:41:00
2023-01-17,2023-01-17,1900-01-01 07:41:29,1900-01-01 07:43:00,"1,517",176.1,179.2,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,2.0439560439560402,2000-01-01 07:41:29,2000-01-01 07:43:00,0 days 00:01:31,91.0,1.5166666666666666,07:41:29,07:43:00
2023-01-17,2023-01-17,1900-01-01 09:02:30,1900-01-01 09:19:01,"16,517",163.5,166.0,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.1513622603430878,2000-01-01 09:02:30,2000-01-01 09:19:01,0 days 00:16:31,991.0,16.516666666666666,09:02:30,09:19:01
2023-01-18,2023-01-18,1900-01-01 09:03:27,1900-01-01 09:06:05,"2,633",179.6,181.8,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.83544303797469,2000-01-01 09:03:27,2000-01-01 09:06:05,0 days 00:02:38,158.0,2.6333333333333333,09:03:27,09:06:05
2023-01-18,2023-01-18,1900-01-01 15:59:27,1900-01-01 15:59:59,"1,583",162.8,163.47368421052633,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,1.2631578947368423,2000-01-01 15:59:27,2000-01-01 15:59:59,0 days 00:00:32,32.0,0.5333333333333333,15:59:27,15:59:59
2023-01-18,2023-01-18,1900-01-01 16:00:00,1900-01-01 16:01:02,"1,583",163.47368421052633,164.77894736842106,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,1.2631578947368423,2000-01-01 16:00:00,2000-01-01 16:01:02,0 days 00:01:02,62.0,1.0333333333333334,16:00:00,16:01:02
2023-01-17,2023-01-17,1900-01-01 07:58:29,1900-01-01 07:59:59,"41,583",173.3,173.56332665330663,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.1755511022044084,2000-01-01 07:58:29,2000-01-01 07:59:59,0 days 00:01:30,90.0,1.5,07:58:29,07:59:59
2023-01-17,2023-01-17,1900-01-01 08:00:00,1900-01-01 08:40:04,"41,583",173.56332665330663,180.5970741482966,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.1755511022044084,2000-01-01 08:00:00,2000-01-01 08:40:04,0 days 00:40:04,2404.0,40.06666666666667,08:00:00,08:40:04
2023-01-18,2023-01-18,1900-01-01 06:58:24,1900-01-01 06:59:59,"1,600",170.6,172.77708333333334,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,1.3750000000000107,2000-01-01 06:58:24,2000-01-01 06:59:59,0 days 00:01:35,95.0,1.5833333333333333,06:58:24,06:59:59
2023-01-18,2023-01-18,1900-01-01 07:26:25,1900-01-01 07:28:00,"1,583",163.2,165.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.389473684210537,2000-01-01 07:26:25,2000-01-01 07:28:00,0 days 00:01:35,95.0,1.5833333333333333,07:26:25,07:28:00
2023-01-19,2023-01-19,1900-01-01 06:21:21,1900-01-01 06:24:00,"2,650",168.1,171.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.2075471698113271,2000-01-01 06:21:21,2000-01-01 06:24:00,0 days 00:02:39,159.0,2.65,06:21:21,06:24:00
2023-01-17,2023-01-17,1900-01-01 07:50:29,1900-01-01 07:52:00,"1,517",176.0,178.7,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.7802197802197728,2000-01-01 07:50:29,2000-01-01 07:52:00,0 days 00:01:31,91.0,1.5166666666666666,07:50:29,07:52:00
2023-01-17,2023-01-17,1900-01-01 08:06:29,1900-01-01 08:08:00,"1,517",181.7,183.7,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.3186813186813187,2000-01-01 08:06:29,2000-01-01 08:08:00,0 days 00:01:31,91.0,1.5166666666666666,08:06:29,08:08:00
2023-01-17,2023-01-17,1900-01-01 08:42:31,1900-01-01 08:59:59,"43,483",175.7,176.66404752778843,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.05519356075124582,2000-01-01 08:42:31,2000-01-01 08:59:59,0 days 00:17:28,1048.0,17.466666666666665,08:42:31,08:59:59
2023-01-17,2023-01-17,1900-01-01 09:00:00,1900-01-01 09:26:00,"43,483",176.66404752778843,178.09908010732082,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.05519356075124582,2000-01-01 09:00:00,2000-01-01 09:26:00,0 days 00:26:00,1560.0,26.0,09:00:00,09:26:00
2023-01-17,2023-01-17,1900-01-01 17:49:28,1900-01-01 17:51:00,"1,533",155.2,157.2,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.3043478260869565,2000-01-01 17:49:28,2000-01-01 17:51:00,0 days 00:01:32,92.0,1.5333333333333334,17:49:28,17:51:00
2023-01-18,2023-01-18,1900-01-01 07:00:24,1900-01-01 07:02:00,"1,600",170.6,173.3,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,1.6875000000000107,2000-01-01 07:00:24,2000-01-01 07:02:00,0 days 00:01:36,96.0,1.6,07:00:24,07:02:00
2023-01-18,2023-01-18,1900-01-01 16:19:28,1900-01-01 16:22:00,"2,533",163.9,166.1,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.8684210526315745,2000-01-01 16:19:28,2000-01-01 16:22:00,0 days 00:02:32,152.0,2.533333333333333,16:19:28,16:22:00
2023-01-17,2023-01-17,1900-01-01 08:24:30,1900-01-01 08:29:00,"4,500",176.0,178.5,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.5555555555555556,2000-01-01 08:24:30,2000-01-01 08:29:00,0 days 00:04:30,270.0,4.5,08:24:30,08:29:00
2023-01-18,2023-01-18,1900-01-01 07:02:24,1900-01-01 07:04:00,"1,600",170.6,174.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,2.375000000000007,2000-01-01 07:02:24,2000-01-01 07:04:00,0 days 00:01:36,96.0,1.6,07:02:24,07:04:00
2023-01-18,2023-01-18,1900-01-01 07:04:24,1900-01-01 07:33:26,"29,033",170.8,175.4,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.15843857634902392,2000-01-01 07:04:24,2000-01-01 07:33:26,0 days 00:29:02,1742.0,29.033333333333335,07:04:24,07:33:26
2023-01-18,2023-01-18,1900-01-01 08:58:27,1900-01-01 08:59:59,"10,550",163.8,164.14881516587678,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.2274881516587656,2000-01-01 08:58:27,2000-01-01 08:59:59,0 days 00:01:32,92.0,1.5333333333333334,08:58:27,08:59:59
2023-01-18,2023-01-18,1900-01-01 09:00:00,1900-01-01 09:09:00,"10,550",164.14881516587678,166.19620853080568,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.2274881516587656,2000-01-01 09:00:00,2000-01-01 09:09:00,0 days 00:09:00,540.0,9.0,09:00:00,09:09:00
2023-01-18,2023-01-18,1900-01-01 16:03:28,1900-01-01 16:12:00,"8,533",163.5,165.6,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.24609374999999933,2000-01-01 16:03:28,2000-01-01 16:12:00,0 days 00:08:32,512.0,8.533333333333333,16:03:28,16:12:00
2023-01-19,2023-01-19,1900-01-01 05:59:21,1900-01-01 05:59:59,"16,650",176.0,176.26626626626626,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.42042042042042044,2000-01-01 05:59:21,2000-01-01 05:59:59,0 days 00:00:38,38.0,0.6333333333333333,05:59:21,05:59:59
2023-01-19,2023-01-19,1900-01-01 06:00:00,1900-01-01 06:16:00,"16,650",176.26626626626626,182.99299299299298,A,2,A2,descending,Maastricht,Eindhoven,M-E,True,0.42042042042042044,2000-01-01 06:00:00,2000-01-01 06:16:00,0 days 00:16:00,960.0,16.0,06:00:00,06:16:00
2023-01-19,2023-01-19,1900-01-01 06:03:21,1900-01-01 06:25:23,"22,033",159.8,161.9,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.0953101361573371,2000-01-01 06:03:21,2000-01-01 06:25:23,0 days 00:22:02,1322.0,22.033333333333335,06:03:21,06:25:23
2023-01-19,2023-01-19,1900-01-01 06:23:22,1900-01-01 06:31:00,"7,633",175.9,180.8,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.6419213973799134,2000-01-01 06:23:22,2000-01-01 06:31:00,0 days 00:07:38,458.0,7.633333333333334,06:23:22,06:31:00
2023-01-17,2023-01-17,1900-01-01 08:00:30,1900-01-01 08:04:01,"3,517",180.3,182.7,A,2,A2,descending,Maastricht,Eindhoven,M-E,False,0.6824644549762968,2000-01-01 08:00:30,2000-01-01 08:04:01,0 days 00:03:31,211.0,3.5166666666666666,08:00:30,08:04:01
