NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Route
3373901,2023-01-31,2023-01-31,08:00:27,08:02:00,4340.0,2800000.0,"1,550",139.8,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374935,2023-01-31,2023-01-31,16:36:30,16:38:00,3450.0,2300000.0,"1,500",120.2,117.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3375538,2023-01-31,2023-01-31,18:11:31,18:13:00,3263.0,2200000.0,"1,483",119.4,117.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3374103,2023-01-31,2023-01-31,08:24:30,08:45:04,77917.0,3788000.0,"20,567",141.1,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374939,2023-01-31,2023-01-31,16:37:31,17:02:00,60147.0,2457000.0,"24,483",95.9,93.6,A,50,A50,ascending,Eindhoven,Oss,Ongeval (met opruim/berging),E-A
3375544,2023-01-31,2023-01-31,18:14:31,18:20:03,15038.0,2718000.0,"5,533",134.9,131.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375547,2023-01-31,2023-01-31,18:15:30,18:17:00,3000.0,2000000.0,"1,500",138.6,136.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374194,2023-01-31,2023-01-31,08:34:30,08:39:00,13342.0,2965000.0,"4,500",159.6,157.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373919,2023-01-31,2023-01-31,08:02:29,08:15:03,32287.0,2569000.0,"12,567",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374379,2023-01-31,2023-01-31,08:55:28,08:58:00,7983.0,3151000.0,"2,533",146.1,143.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373345,2023-01-30,2023-01-30,18:00:29,18:07:00,18232.0,2798000.0,"6,517",140.1,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373347,2023-01-30,2023-01-30,18:01:29,18:03:00,7128.0,4700000.0,"1,517",136.2,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373553,2023-01-31,2023-01-31,07:17:26,07:23:00,14140.0,2540000.0,"5,567",134.8,132.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3373924,2023-01-31,2023-01-31,08:03:29,08:05:03,3290.0,2100000.0,"1,567",157.6,155.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3374958,2023-01-31,2023-01-31,16:40:30,16:42:00,3750.0,2500000.0,"1,500",115.4,112.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3381870,2023-02-06,2023-02-06,17:36:32,17:38:00,4987.0,3400000.0,"1,467",115.0,111.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3382456,2023-02-07,2023-02-07,07:52:30,08:46:06,257163.0,4798000.0,"53,600",139.4,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383229,2023-02-07,2023-02-07,09:21:30,09:41:00,49835.0,2556000.0,"19,500",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383324,2023-02-07,2023-02-07,09:40:30,09:42:00,4500.0,3000000.0,"1,500",149.8,146.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3379818,2023-02-03,2023-02-03,16:18:30,16:21:00,5530.0,2212000.0,"2,500",139.5,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380491,2023-02-06,2023-02-06,07:11:26,07:13:00,3290.0,2100000.0,"1,567",154.8,152.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382186,2023-02-07,2023-02-07,07:16:28,07:20:03,8400.0,2344000.0,"3,583",132.4,130.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382359,2023-02-07,2023-02-07,07:41:29,07:46:02,10422.0,2290000.0,"4,550",152.5,150.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382500,2023-02-07,2023-02-07,07:58:30,08:07:00,19547.0,2300000.0,"8,500",152.5,150.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382647,2023-02-07,2023-02-07,08:13:30,08:21:03,19470.0,2579000.0,"7,550",134.5,131.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382693,2023-02-07,2023-02-07,08:18:30,08:22:01,5920.0,1683000.0,"3,517",151.2,149.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382742,2023-02-07,2023-02-07,08:23:30,08:26:05,5342.0,2068000.0,"2,583",159.7,157.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383329,2023-02-07,2023-02-07,09:41:29,09:49:00,17828.0,2372000.0,"7,517",152.5,150.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383700,2023-02-07,2023-02-07,16:08:31,16:34:00,79513.0,3120000.0,"25,483",140.3,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3384290,2023-02-07,2023-02-07,17:14:32,17:19:01,13062.0,2913000.0,"4,483",140.2,138.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380497,2023-02-06,2023-02-06,07:15:27,07:35:02,57957.0,2959000.0,"19,583",154.3,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380758,2023-02-06,2023-02-06,07:56:28,08:05:03,28837.0,3360000.0,"8,583",156.6,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380839,2023-02-06,2023-02-06,08:06:29,08:11:00,11478.0,2541000.0,"4,517",154.5,152.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380840,2023-02-06,2023-02-06,08:06:29,08:22:00,53155.0,3426000.0,"15,517",139.9,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3381621,2023-02-06,2023-02-06,16:47:32,16:49:00,3667.0,2500000.0,"1,467",110.7,108.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3382813,2023-02-07,2023-02-07,08:31:30,08:34:01,5537.0,2200000.0,"2,517",159.6,157.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383116,2023-02-07,2023-02-07,09:03:30,09:05:04,4387.0,2800000.0,"1,567",159.4,156.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383855,2023-02-07,2023-02-07,16:27:31,16:29:00,3115.0,2100000.0,"1,483",99.6,97.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3379282,2023-02-02,2023-02-02,18:14:27,18:21:00,16178.0,2470000.0,"6,550",136.2,133.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3379284,2023-02-02,2023-02-02,18:15:27,18:18:00,5100.0,2000000.0,"2,550",139.7,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382280,2023-02-07,2023-02-07,07:31:28,07:40:03,20667.0,2408000.0,"8,583",152.5,150.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382610,2023-02-07,2023-02-07,08:10:30,08:17:00,21283.0,3274000.0,"6,500",159.6,157.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383309,2023-02-07,2023-02-07,09:36:29,09:55:04,58893.0,3169000.0,"18,583",154.5,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380591,2023-02-06,2023-02-06,07:35:28,07:42:00,17710.0,2711000.0,"6,533",154.5,152.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3379291,2023-02-02,2023-02-02,18:17:27,18:19:00,5425.0,3500000.0,"1,550",118.4,114.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3383129,2023-02-07,2023-02-07,09:05:30,09:07:00,3450.0,2300000.0,"1,500",152.5,150.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3379296,2023-02-02,2023-02-02,18:19:27,18:21:00,3255.0,2100000.0,"1,550",116.0,113.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3382209,2023-02-07,2023-02-07,07:19:27,09:40:05,699770.0,4976000.0,"140,633",154.5,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382625,2023-02-07,2023-02-07,08:11:30,08:18:01,13202.0,2026000.0,"6,517",152.5,150.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382672,2023-02-07,2023-02-07,08:16:30,08:18:00,2550.0,1700000.0,"1,500",151.6,149.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382771,2023-02-07,2023-02-07,08:27:31,08:29:00,2967.0,2000000.0,"1,483",149.6,147.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382832,2023-02-07,2023-02-07,08:33:31,08:58:01,61852.0,2525000.0,"24,500",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383140,2023-02-07,2023-02-07,09:07:31,09:20:05,30680.0,2441000.0,"12,567",152.5,150.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3381564,2023-02-06,2023-02-06,16:36:32,16:40:03,8013.0,2279000.0,"3,517",113.7,111.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3381738,2023-02-06,2023-02-06,17:14:32,17:17:00,9300.0,3770000.0,"2,467",114.9,111.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3382122,2023-02-07,2023-02-07,06:58:27,07:13:00,42592.0,2927000.0,"14,550",136.7,131.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382299,2023-02-07,2023-02-07,07:33:28,07:36:00,5638.0,2226000.0,"2,533",139.5,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382396,2023-02-07,2023-02-07,07:45:29,07:52:01,21980.0,3364000.0,"6,533",139.4,136.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3384860,2023-02-07,2023-02-07,18:14:31,18:34:00,74127.0,3805000.0,"19,483",139.4,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380528,2023-02-06,2023-02-06,07:21:26,07:34:00,44673.0,3555000.0,"12,567",140.6,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382680,2023-02-07,2023-02-07,08:17:30,08:20:06,5915.0,2275000.0,"2,600",159.6,157.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383064,2023-02-07,2023-02-07,08:55:30,08:59:01,13053.0,3712000.0,"3,517",151.1,147.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383065,2023-02-07,2023-02-07,08:56:31,09:03:00,14365.0,2216000.0,"6,483",159.6,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383886,2023-02-07,2023-02-07,16:31:32,17:16:03,219715.0,4936000.0,"44,517",115.5,112.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384549,2023-02-07,2023-02-07,17:36:32,17:42:00,22672.0,4147000.0,"5,467",117.0,112.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384604,2023-02-07,2023-02-07,17:41:32,17:43:00,3080.0,2100000.0,"1,467",103.6,101.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3385180,2023-02-08,2023-02-08,07:42:29,07:44:00,4702.0,3100000.0,"1,517",140.1,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3385228,2023-02-08,2023-02-08,07:50:30,08:08:01,46910.0,2678000.0,"17,517",139.2,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3381835,2023-02-06,2023-02-06,17:30:32,17:32:00,3080.0,2100000.0,"1,467",135.8,133.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382987,2023-02-07,2023-02-07,08:48:30,08:54:00,14365.0,2612000.0,"5,500",159.7,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383820,2023-02-07,2023-02-07,16:23:31,16:31:03,24308.0,3227000.0,"7,533",117.5,113.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3380625,2023-02-06,2023-02-06,07:40:26,07:56:03,48662.0,3116000.0,"15,617",159.6,157.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3381925,2023-02-06,2023-02-06,17:46:32,17:50:03,10540.0,2997000.0,"3,517",113.6,110.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3382320,2023-02-07,2023-02-07,07:36:29,08:06:04,111793.0,3779000.0,"29,583",140.0,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382861,2023-02-07,2023-02-07,08:36:31,08:59:01,85863.0,3816000.0,"22,500",139.5,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383165,2023-02-07,2023-02-07,09:10:30,09:13:00,5250.0,2100000.0,"2,500",136.1,134.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383894,2023-02-07,2023-02-07,16:32:32,16:56:00,84275.0,3591000.0,"23,467",140.2,138.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383980,2023-02-07,2023-02-07,16:42:32,16:50:04,25652.0,3405000.0,"7,533",111.9,108.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384068,2023-02-07,2023-02-07,16:53:32,17:10:04,51785.0,3132000.0,"16,533",108.2,105.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384146,2023-02-07,2023-02-07,17:00:32,17:19:01,75565.0,4088000.0,"18,483",140.5,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383905,2023-02-07,2023-02-07,16:33:32,16:37:00,10535.0,3039000.0,"3,467",100.0,96.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384102,2023-02-07,2023-02-07,16:56:31,16:58:01,3150.0,2100000.0,"1,500",118.7,116.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384268,2023-02-07,2023-02-07,17:12:32,17:31:02,62402.0,3373000.0,"18,500",108.4,105.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3379336,2023-02-02,2023-02-02,18:38:27,18:42:00,8492.0,2392000.0,"3,550",135.3,132.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3380896,2023-02-06,2023-02-06,08:14:30,08:16:00,3000.0,2000000.0,"1,500",154.5,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3384156,2023-02-07,2023-02-07,17:01:32,17:04:00,5233.0,2122000.0,"2,467",116.0,113.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384301,2023-02-07,2023-02-07,17:15:32,17:36:00,72615.0,3548000.0,"20,467",118.6,116.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3380640,2023-02-06,2023-02-06,07:42:28,08:04:00,75862.0,3523000.0,"21,533",139.4,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382163,2023-02-07,2023-02-07,07:13:28,07:19:00,12433.0,2247000.0,"5,533",154.8,152.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3382427,2023-02-07,2023-02-07,07:49:29,07:52:01,5607.0,2213000.0,"2,533",152.5,150.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383089,2023-02-07,2023-02-07,08:59:31,09:01:00,3115.0,2100000.0,"1,483",133.7,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3384189,2023-02-07,2023-02-07,17:05:32,17:09:01,7338.0,2107000.0,"3,483",115.0,113.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384244,2023-02-07,2023-02-07,17:10:32,17:12:00,3080.0,2100000.0,"1,467",103.1,101.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384530,2023-02-07,2023-02-07,17:34:32,17:41:00,16360.0,2530000.0,"6,467",106.0,103.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384584,2023-02-07,2023-02-07,17:39:32,18:05:04,99810.0,3909000.0,"25,533",110.9,108.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3381946,2023-02-06,2023-02-06,17:51:32,17:53:00,3227.0,2200000.0,"1,467",116.3,114.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3382341,2023-02-07,2023-02-07,07:39:28,07:43:00,9632.0,2726000.0,"3,533",159.5,156.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3383190,2023-02-07,2023-02-07,09:14:30,09:16:01,2578.0,1700000.0,"1,517",134.7,133.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3384346,2023-02-07,2023-02-07,17:19:31,17:24:00,10537.0,2350000.0,"4,483",110.6,108.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3384616,2023-02-07,2023-02-07,17:42:32,17:44:00,3227.0,2200000.0,"1,467",117.4,115.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3381519,2023-02-06,2023-02-06,16:27:32,16:34:00,15565.0,2407000.0,"6,467",115.8,113.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3382258,2023-02-07,2023-02-07,07:28:28,07:42:00,46773.0,3456000.0,"13,533",136.0,130.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3384356,2023-02-07,2023-02-07,17:20:32,17:45:03,104615.0,4267000.0,"24,517",140.3,138.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3377319,2023-02-02,2023-02-02,07:53:30,08:02:00,26298.0,3094000.0,"8,500",135.2,131.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3377320,2023-02-02,2023-02-02,07:53:30,07:55:03,3255.0,2100000.0,"1,550",129.0,126.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3377481,2023-02-02,2023-02-02,08:11:29,08:15:04,8207.0,2290000.0,"3,583",159.6,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3376684,2023-02-01,2023-02-01,17:15:31,17:23:00,19500.0,2606000.0,"7,483",136.5,134.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3377249,2023-02-02,2023-02-02,07:44:28,07:57:00,34613.0,2762000.0,"12,533",159.7,157.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3376691,2023-02-01,2023-02-01,17:16:31,17:18:00,3560.0,2400000.0,"1,483",115.1,112.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3376780,2023-02-01,2023-02-01,17:31:30,17:36:00,9270.0,2060000.0,"4,500",139.7,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3377055,2023-02-02,2023-02-02,07:11:27,07:28:00,64927.0,3923000.0,"16,550",140.4,135.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3377093,2023-02-02,2023-02-02,07:18:26,07:20:02,3360.0,2100000.0,"1,600",154.8,152.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3377576,2023-02-02,2023-02-02,08:20:30,08:23:00,5585.0,2234000.0,"2,500",159.7,157.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3378469,2023-02-02,2023-02-02,16:23:28,16:25:03,5700.0,3600000.0,"1,583",139.3,135.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375915,2023-02-01,2023-02-01,08:17:30,08:19:00,3150.0,2100000.0,"1,500",136.1,134.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3376895,2023-02-01,2023-02-01,17:59:31,18:02:00,4967.0,2000000.0,"2,483",133.5,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3377099,2023-02-02,2023-02-02,07:19:27,07:50:03,160932.0,5259000.0,"30,600",140.4,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3378560,2023-02-02,2023-02-02,16:32:28,17:31:01,300530.0,5133000.0,"58,550",115.7,113.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3376403,2023-02-01,2023-02-01,16:24:32,16:34:00,27725.0,2929000.0,"9,467",137.0,134.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3376699,2023-02-01,2023-02-01,17:18:30,17:23:00,10195.0,2266000.0,"4,500",110.6,108.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3376786,2023-02-01,2023-02-01,17:32:31,17:38:00,15422.0,2812000.0,"5,483",135.0,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3378695,2023-02-02,2023-02-02,16:48:28,16:50:03,3642.0,2300000.0,"1,583",111.4,109.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3378712,2023-02-02,2023-02-02,16:51:28,16:53:00,3373.0,2200000.0,"1,533",103.7,101.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3378725,2023-02-02,2023-02-02,16:53:28,16:57:00,11307.0,3200000.0,"3,533",140.1,136.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375769,2023-02-01,2023-02-01,07:41:27,07:44:00,5830.0,2286000.0,"2,550",134.6,132.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3375923,2023-02-01,2023-02-01,08:19:30,08:22:00,5343.0,2137000.0,"2,500",135.6,133.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3376552,2023-02-01,2023-02-01,16:49:31,16:55:03,12173.0,2200000.0,"5,533",104.0,101.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3376631,2023-02-01,2023-02-01,17:03:29,17:09:00,21430.0,3885000.0,"5,517",114.8,111.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3377352,2023-02-02,2023-02-02,07:56:27,07:58:00,3565.0,2300000.0,"1,550",129.3,127.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3377424,2023-02-02,2023-02-02,08:04:30,08:14:00,30003.0,3158000.0,"9,500",154.4,152.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3378938,2023-02-02,2023-02-02,17:21:29,17:24:00,6077.0,2415000.0,"2,517",111.9,109.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3378964,2023-02-02,2023-02-02,17:24:29,17:26:02,3255.0,2100000.0,"1,550",111.1,109.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3376359,2023-02-01,2023-02-01,16:17:30,16:19:00,3000.0,2000000.0,"1,500",139.6,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3376485,2023-02-01,2023-02-01,16:38:31,16:40:03,3527.0,2300000.0,"1,533",107.8,105.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
