,NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Month,route
2078,3093996,2022-06-24,2022-06-24,13:09:27,13:11:00,4030.0,2600000.0,"1,550",174.9,177.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2079,3094545,2022-06-24,2022-06-24,15:17:28,15:26:00,22078.0,2587000.0,"8,533",164.0,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2080,3096719,2022-06-27,2022-06-27,08:24:27,08:27:00,5610.0,2200000.0,"2,550",164.0,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2081,3096930,2022-06-27,2022-06-27,12:27:27,12:32:00,10752.0,2363000.0,"4,550",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2082,3098582,2022-06-28,2022-06-28,06:12:21,06:46:31,82683.0,2420000.0,"34,167",172.3,174.6,A,2,A2,descending,Maastricht,Eindhoven,,7,E-D
2083,3093715,2022-06-24,2022-06-24,10:57:26,11:02:00,10110.0,2214000.0,"4,567",163.2,165.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2084,3094312,2022-06-24,2022-06-24,14:34:27,14:39:00,17912.0,3937000.0,"4,550",175.9,179.6,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2085,3096589,2022-06-27,2022-06-27,07:21:24,07:26:00,11002.0,2392000.0,"4,600",181.4,183.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2086,3093723,2022-06-24,2022-06-24,11:02:27,11:11:00,23625.0,2763000.0,"8,550",163.3,165.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2087,3093906,2022-06-24,2022-06-24,12:33:27,13:21:00,239200.0,5030000.0,"47,550",174.4,177.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2088,3094007,2022-06-24,2022-06-24,13:14:27,13:16:00,4495.0,2900000.0,"1,550",175.7,178.6,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2089,3094443,2022-06-24,2022-06-24,14:59:27,15:05:01,12282.0,2206000.0,"5,567",163.7,165.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2090,3097307,2022-06-27,2022-06-27,15:24:26,15:26:00,3290.0,2100000.0,"1,567",144.1,157.0,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),7,E-D
2091,3091769,2022-06-23,2022-06-23,08:43:27,09:01:00,49815.0,2838000.0,"17,550",164.1,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2092,3092343,2022-06-23,2022-06-23,15:06:27,15:16:00,25518.0,2672000.0,"9,550",163.6,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2093,3092571,2022-06-23,2022-06-23,16:14:28,16:20:03,15093.0,2703000.0,"5,583",164.5,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2094,3094014,2022-06-24,2022-06-24,13:17:27,13:23:00,17265.0,3111000.0,"5,550",175.1,177.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2095,3094188,2022-06-24,2022-06-24,14:08:27,14:10:00,4495.0,2900000.0,"1,550",172.7,175.6,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2096,3094671,2022-06-24,2022-06-24,15:36:28,15:38:00,3067.0,2000000.0,"1,533",164.5,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2097,3096847,2022-06-27,2022-06-27,10:57:26,11:02:00,11190.0,2450000.0,"4,567",164.3,166.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2098,3096949,2022-06-27,2022-06-27,12:44:27,12:49:00,9798.0,2153000.0,"4,550",164.4,166.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2099,3098601,2022-06-28,2022-06-28,06:30:22,07:12:00,115263.0,2769000.0,"41,633",181.6,184.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2100,3098695,2022-06-28,2022-06-28,07:26:25,07:32:00,11852.0,2123000.0,"5,583",164.4,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2101,3093819,2022-06-24,2022-06-24,11:57:27,12:38:35,174803.0,4250000.0,"41,133",181.6,184.1,A,2,A2,descending,Maastricht,Eindhoven,,7,E-D
2102,3093820,2022-06-24,2022-06-24,11:57:27,12:03:00,13973.0,2518000.0,"5,550",164.2,166.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2103,3094197,2022-06-24,2022-06-24,14:10:27,14:12:00,4650.0,3000000.0,"1,550",179.6,182.6,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2104,3094334,2022-06-24,2022-06-24,14:39:27,14:41:00,3100.0,2000000.0,"1,550",178.6,180.6,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2105,3096611,2022-06-27,2022-06-27,07:32:25,07:36:00,9917.0,2767000.0,"3,583",179.6,181.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2106,3091875,2022-06-23,2022-06-23,09:04:26,09:08:00,8863.0,2485000.0,"3,567",164.4,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2107,3091683,2022-06-23,2022-06-23,08:29:27,08:33:00,8023.0,2260000.0,"3,550",164.4,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2108,3093740,2022-06-24,2022-06-24,11:11:26,11:15:02,9250.0,2569000.0,"3,600",164.4,166.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2109,3094028,2022-06-24,2022-06-24,13:23:27,13:44:00,99408.0,4837000.0,"20,550",176.0,179.9,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2110,3094475,2022-06-24,2022-06-24,15:06:28,15:10:01,7352.0,2071000.0,"3,550",164.1,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2111,3094689,2022-06-24,2022-06-24,15:39:27,15:45:00,12023.0,2166000.0,"5,550",162.8,165.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2112,3096630,2022-06-27,2022-06-27,07:41:25,07:44:00,6717.0,2600000.0,"2,583",181.2,183.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2113,3098711,2022-06-28,2022-06-28,07:30:25,07:32:00,3325.0,2100000.0,"1,583",173.4,175.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2114,3093945,2022-06-24,2022-06-24,12:48:27,12:53:00,9493.0,2086000.0,"4,550",163.2,165.2,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2115,3094354,2022-06-24,2022-06-24,14:43:28,15:02:00,57297.0,3092000.0,"18,533",179.5,181.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2116,3098719,2022-06-28,2022-06-28,07:32:25,07:35:02,5560.0,2125000.0,"2,617",173.9,176.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2117,3094704,2022-06-24,2022-06-24,15:42:28,15:45:00,6333.0,2500000.0,"2,533",175.5,178.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2118,3093849,2022-06-24,2022-06-24,12:10:27,12:14:00,8488.0,2391000.0,"3,550",164.3,166.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2119,3094130,2022-06-24,2022-06-24,13:53:27,13:56:00,8782.0,3444000.0,"2,550",168.7,172.0,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2120,3094499,2022-06-24,2022-06-24,15:10:27,15:15:02,16612.0,3624000.0,"4,583",162.8,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2121,3094613,2022-06-24,2022-06-24,15:28:28,15:44:00,43682.0,2812000.0,"15,533",178.2,181.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2122,3097254,2022-06-27,2022-06-27,15:12:27,15:14:00,3100.0,2000000.0,"1,550",144.1,156.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),7,E-D
2123,3092949,2022-06-23,2022-06-23,17:09:28,17:11:00,3373.0,2200000.0,"1,533",164.3,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2124,3093859,2022-06-24,2022-06-24,12:14:27,12:17:00,8178.0,3207000.0,"2,550",164.5,167.9,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2125,3093958,2022-06-24,2022-06-24,12:53:26,13:19:00,90568.0,3542000.0,"25,567",163.7,166.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2126,3094136,2022-06-24,2022-06-24,13:54:27,13:57:00,7430.0,2914000.0,"2,550",180.5,183.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2127,3094241,2022-06-24,2022-06-24,14:19:27,14:22:00,6725.0,2637000.0,"2,550",178.3,180.9,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2128,3094507,2022-06-24,2022-06-24,15:11:28,15:13:00,4293.0,2800000.0,"1,533",179.5,182.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2129,3096670,2022-06-27,2022-06-27,07:58:26,08:00:02,3520.0,2200000.0,"1,600",164.0,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2130,3091531,2022-06-23,2022-06-23,08:06:26,08:34:01,93195.0,3379000.0,"27,583",176.5,178.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2131,3092843,2022-06-23,2022-06-23,16:54:28,16:57:00,6333.0,2500000.0,"2,533",163.7,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2132,3094266,2022-06-24,2022-06-24,14:23:28,14:58:00,133762.0,3873000.0,"34,533",179.6,182.2,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2133,3094394,2022-06-24,2022-06-24,14:52:27,14:55:00,9680.0,3796000.0,"2,550",176.6,180.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2134,3096796,2022-06-27,2022-06-27,10:02:25,10:04:00,4433.0,2800000.0,"1,583",163.5,166.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2135,3096897,2022-06-27,2022-06-27,11:57:28,12:03:00,13313.0,2406000.0,"5,533",164.2,166.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2136,3096684,2022-06-27,2022-06-27,08:07:26,08:12:00,12603.0,2760000.0,"4,567",162.1,165.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2137,3096802,2022-06-27,2022-06-27,10:08:25,10:16:00,22025.0,2904000.0,"7,583",163.9,166.0,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2138,3091730,2022-06-23,2022-06-23,08:36:27,08:43:00,16030.0,2447000.0,"6,550",164.2,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2139,3094277,2022-06-24,2022-06-24,14:25:28,14:57:01,104402.0,3309000.0,"31,550",163.8,166.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2140,3096559,2022-06-27,2022-06-27,07:00:23,07:02:00,3395.0,2100000.0,"1,617",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2141,3096812,2022-06-27,2022-06-27,10:21:25,10:25:00,11542.0,3221000.0,"3,583",164.2,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2142,3097279,2022-06-27,2022-06-27,15:18:27,15:20:02,3167.0,2000000.0,"1,583",144.1,156.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),7,E-D
2143,3098753,2022-06-28,2022-06-28,07:39:25,08:00:02,55563.0,2695000.0,"20,617",181.1,184.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2144,3092650,2022-06-23,2022-06-23,16:25:28,16:30:03,13838.0,3019000.0,"4,583",164.3,167.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2145,3096708,2022-06-27,2022-06-27,08:17:26,08:20:00,5703.0,2222000.0,"2,567",173.1,175.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2146,3096710,2022-06-27,2022-06-27,08:18:27,08:21:00,5965.0,2339000.0,"2,550",164.4,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2147,3096818,2022-06-27,2022-06-27,10:25:25,10:28:00,10233.0,3961000.0,"2,583",163.7,167.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2148,3096921,2022-06-27,2022-06-27,12:19:27,12:21:00,3720.0,2400000.0,"1,550",162.6,165.0,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2149,3098663,2022-06-28,2022-06-28,07:16:24,07:42:00,98233.0,3837000.0,"25,600",180.9,184.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2150,3098666,2022-06-28,2022-06-28,07:17:24,07:24:00,16527.0,2504000.0,"6,600",164.3,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2151,3098754,2022-06-28,2022-06-28,07:39:25,08:20:05,168363.0,4140000.0,"40,667",176.0,178.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2152,3091648,2022-06-23,2022-06-23,08:23:26,08:25:00,3290.0,2100000.0,"1,567",163.9,166.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2153,3094544,2022-06-24,2022-06-24,15:17:28,15:27:00,29597.0,3105000.0,"9,533",175.5,178.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2154,3094650,2022-06-24,2022-06-24,15:33:28,15:36:00,5240.0,2068000.0,"2,533",164.3,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2155,3096715,2022-06-27,2022-06-27,08:21:27,08:23:00,5115.0,3300000.0,"1,550",163.8,167.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2156,3096824,2022-06-27,2022-06-27,10:31:26,10:35:00,8533.0,2393000.0,"3,567",164.4,166.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2157,3097725,2022-06-27,2022-06-27,16:26:27,16:29:00,6375.0,2500000.0,"2,550",143.2,156.5,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),7,E-D
2158,3079097,2022-06-16,2022-06-16,07:25:25,08:03:00,172232.0,4583000.0,"37,583",179.8,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2159,3079193,2022-06-16,2022-06-16,07:43:25,07:49:00,12882.0,2307000.0,"5,583",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2160,3079443,2022-06-16,2022-06-16,08:22:27,08:27:00,11813.0,2596000.0,"4,550",163.6,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2161,3079871,2022-06-16,2022-06-16,09:29:26,09:31:00,3133.0,2000000.0,"1,567",164.4,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2162,3079964,2022-06-16,2022-06-16,10:07:26,10:09:00,3447.0,2200000.0,"1,567",176.1,178.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2163,3080053,2022-06-16,2022-06-16,10:43:27,10:52:00,24148.0,2824000.0,"8,550",178.3,180.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2164,3080232,2022-06-16,2022-06-16,12:06:28,12:12:00,17660.0,3192000.0,"5,533",163.5,166.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2165,3080547,2022-06-16,2022-06-16,14:28:27,14:30:03,3680.0,2300000.0,"1,600",164.2,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2166,3083149,2022-06-17,2022-06-17,14:08:28,14:13:00,10265.0,2264000.0,"4,533",164.0,166.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2167,3079106,2022-06-16,2022-06-16,07:27:25,07:41:00,35533.0,2616000.0,"13,583",163.9,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2168,3079610,2022-06-16,2022-06-16,08:45:28,08:48:00,7600.0,3000000.0,"2,533",180.7,183.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2169,3079877,2022-06-16,2022-06-16,09:31:27,09:36:00,12763.0,2805000.0,"4,550",163.9,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2170,3079971,2022-06-16,2022-06-16,10:09:27,10:11:00,3255.0,2100000.0,"1,550",163.2,165.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2171,3080140,2022-06-16,2022-06-16,11:18:27,11:24:00,13047.0,2351000.0,"5,550",181.5,183.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2172,3080640,2022-06-16,2022-06-16,15:09:28,15:11:00,3067.0,2000000.0,"1,533",163.4,165.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2173,3080736,2022-06-16,2022-06-16,15:35:28,15:42:00,18788.0,2876000.0,"6,533",164.4,167.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2174,3079702,2022-06-16,2022-06-16,08:56:28,08:58:00,3373.0,2200000.0,"1,533",175.8,178.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2175,3080561,2022-06-16,2022-06-16,14:33:27,14:38:00,10773.0,2368000.0,"4,550",163.1,165.9,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2176,3079214,2022-06-16,2022-06-16,07:48:26,07:50:02,5920.0,3700000.0,"1,600",179.6,183.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2177,3079622,2022-06-16,2022-06-16,08:46:28,08:52:00,13045.0,2358000.0,"5,533",164.3,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2178,3080250,2022-06-16,2022-06-16,12:15:27,12:18:00,6827.0,2677000.0,"2,550",164.3,166.9,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2179,3080476,2022-06-16,2022-06-16,13:55:27,14:00:03,10402.0,2261000.0,"4,600",178.1,180.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2180,3079991,2022-06-16,2022-06-16,10:17:27,10:39:00,73488.0,3410000.0,"21,550",179.5,182.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2181,3080159,2022-06-16,2022-06-16,11:29:27,11:32:00,5803.0,2276000.0,"2,550",174.4,176.6,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2182,3080654,2022-06-16,2022-06-16,15:15:28,15:17:00,3527.0,2300000.0,"1,533",164.4,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2183,3080921,2022-06-16,2022-06-16,16:01:28,16:03:00,3680.0,2400000.0,"1,533",163.9,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2184,3079306,2022-06-16,2022-06-16,08:02:27,08:08:00,14105.0,2541000.0,"5,550",164.5,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2185,3079552,2022-06-16,2022-06-16,08:37:28,08:39:00,3527.0,2300000.0,"1,533",179.7,182.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2186,3079808,2022-06-16,2022-06-16,09:15:27,09:22:00,23480.0,3585000.0,"6,550",179.3,182.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2187,3079809,2022-06-16,2022-06-16,09:15:27,09:25:02,25455.0,2656000.0,"9,583",164.3,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2188,3079898,2022-06-16,2022-06-16,09:38:26,10:10:02,118835.0,3761000.0,"31,600",164.2,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2189,3079994,2022-06-16,2022-06-16,10:18:27,10:24:00,15802.0,2847000.0,"5,550",164.3,167.2,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2190,3080165,2022-06-16,2022-06-16,11:32:27,11:34:00,3410.0,2200000.0,"1,550",175.0,177.2,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2191,3080485,2022-06-16,2022-06-16,13:59:28,14:03:00,8465.0,2396000.0,"3,533",163.9,166.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2192,3080577,2022-06-16,2022-06-16,14:41:28,14:58:00,53560.0,3240000.0,"16,533",164.2,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2193,3083475,2022-06-17,2022-06-17,15:11:28,15:13:00,3527.0,2300000.0,"1,533",163.9,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2194,3078018,2022-06-15,2022-06-15,16:01:29,16:04:00,6543.0,2600000.0,"2,517",164.4,167.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2195,3080171,2022-06-16,2022-06-16,11:35:27,11:43:00,23668.0,3135000.0,"7,550",175.5,178.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2196,3080274,2022-06-16,2022-06-16,12:27:27,12:48:00,64575.0,3142000.0,"20,550",164.2,166.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2197,3080492,2022-06-16,2022-06-16,14:01:28,14:03:00,3373.0,2200000.0,"1,533",179.6,181.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2198,3079017,2022-06-16,2022-06-16,06:36:22,06:40:00,7830.0,2155000.0,"3,633",162.4,164.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2199,3079025,2022-06-16,2022-06-16,06:43:23,06:49:00,15650.0,2786000.0,"5,617",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2200,3079233,2022-06-16,2022-06-16,07:51:26,07:55:02,13250.0,3681000.0,"3,600",180.8,184.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2201,3079729,2022-06-16,2022-06-16,09:00:27,09:04:01,10343.0,2900000.0,"3,567",163.0,165.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2202,3080090,2022-06-16,2022-06-16,10:53:27,11:20:02,87423.0,3289000.0,"26,583",179.2,182.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2203,3080848,2022-06-16,2022-06-16,15:53:28,16:01:00,19952.0,2648000.0,"7,533",164.3,167.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2204,3079030,2022-06-16,2022-06-16,06:48:23,07:37:00,131607.0,2707000.0,"48,617",177.4,179.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2205,3079039,2022-06-16,2022-06-16,06:54:23,06:56:00,3718.0,2300000.0,"1,617",164.3,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2206,3080189,2022-06-16,2022-06-16,11:44:27,11:51:00,16495.0,2518000.0,"6,550",179.0,181.2,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2207,3080938,2022-06-16,2022-06-16,16:03:28,16:07:00,8047.0,2277000.0,"3,533",162.8,165.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2208,3083308,2022-06-17,2022-06-17,14:37:28,14:39:00,3373.0,2200000.0,"1,533",164.0,166.2,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),7,E-D
2209,3083495,2022-06-17,2022-06-17,15:15:29,15:50:01,121343.0,3514000.0,"34,533",164.1,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2210,3079045,2022-06-16,2022-06-16,06:58:24,07:00:01,4365.0,2700000.0,"1,617",164.4,167.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2211,3079740,2022-06-16,2022-06-16,09:02:27,09:07:00,16348.0,3593000.0,"4,550",179.5,184.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
2212,3079931,2022-06-16,2022-06-16,09:54:26,10:00:02,26497.0,4732000.0,"5,600",175.9,180.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),7,E-D
