,NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Month,route
0,2973329,2022-04-04,2022-04-04,09:16:31,09:18:00,2967.0,2000000.0,"1,483",164.3,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
1,2974605,2022-04-05,2022-04-05,07:30:29,08:45:03,484687.0,6500000.0,"74,567",181.3,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
2,2972109,2022-04-01,2022-04-01,17:03:33,17:05:02,3263.0,2200000.0,"1,483",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
3,2972768,2022-04-04,2022-04-04,07:18:28,07:21:00,7387.0,2916000.0,"2,533",164.5,167.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
4,2973128,2022-04-04,2022-04-04,08:40:32,08:43:00,6343.0,2572000.0,"2,467",173.9,176.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
5,2974555,2022-04-05,2022-04-05,07:17:28,07:24:00,16117.0,2467000.0,"6,533",181.7,183.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
6,2974928,2022-04-05,2022-04-05,08:15:31,09:36:00,551362.0,6851000.0,"80,483",175.5,177.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
7,2975105,2022-04-05,2022-04-05,08:35:32,08:37:00,2933.0,2000000.0,"1,467",175.6,177.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
8,2975289,2022-04-05,2022-04-05,08:55:31,08:57:00,5043.0,3400000.0,"1,483",175.4,178.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
9,2975508,2022-04-05,2022-04-05,09:52:30,09:54:00,4500.0,3000000.0,"1,500",181.7,184.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
10,2972855,2022-04-04,2022-04-04,07:45:29,07:47:00,4853.0,3200000.0,"1,517",179.5,182.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
11,2973135,2022-04-04,2022-04-04,08:41:32,08:59:01,65143.0,3726000.0,"17,483",163.8,166.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
12,2975770,2022-04-05,2022-04-05,16:11:32,16:16:00,12625.0,2826000.0,"4,467",161.4,163.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
13,2972778,2022-04-04,2022-04-04,07:21:29,07:23:00,3488.0,2300000.0,"1,517",164.4,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
14,2972863,2022-04-04,2022-04-04,07:47:29,07:49:00,3488.0,2300000.0,"1,517",180.5,182.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
15,2973050,2022-04-04,2022-04-04,08:26:31,08:35:02,21745.0,2553000.0,"8,517",180.8,183.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
16,2974511,2022-04-05,2022-04-05,06:56:26,06:59:00,6640.0,2587000.0,"2,567",162.7,165.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
17,2977016,2022-04-06,2022-04-06,08:44:33,08:58:00,36005.0,2677000.0,"13,450",163.8,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
18,2974570,2022-04-05,2022-04-05,07:22:28,07:49:00,77775.0,2931000.0,"26,533",164.1,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
19,2974519,2022-04-05,2022-04-05,06:59:27,07:01:00,3255.0,2100000.0,"1,550",164.2,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
20,2978071,2022-04-07,2022-04-07,07:14:25,07:33:00,63277.0,3405000.0,"18,583",163.4,165.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
21,2972877,2022-04-04,2022-04-04,07:50:29,08:19:00,101798.0,3570000.0,"28,517",181.2,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
22,2973260,2022-04-04,2022-04-04,08:59:31,09:07:00,34287.0,4582000.0,"7,483",164.4,169.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
23,2974523,2022-04-05,2022-04-05,07:01:27,07:13:00,35428.0,3067000.0,"11,550",164.1,166.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
24,2978144,2022-04-07,2022-04-07,07:34:26,07:36:00,4073.0,2600000.0,"1,567",179.6,182.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
25,2972887,2022-04-04,2022-04-04,07:51:29,07:53:00,3792.0,2500000.0,"1,517",163.8,166.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
26,2972978,2022-04-04,2022-04-04,08:12:30,08:17:00,15445.0,3432000.0,"4,500",179.4,183.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
27,2975228,2022-04-05,2022-04-05,08:50:31,08:53:00,5435.0,2189000.0,"2,483",175.5,177.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
28,2975462,2022-04-05,2022-04-05,09:32:30,09:43:00,25945.0,2471000.0,"10,500",181.6,183.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
29,2978147,2022-04-07,2022-04-07,07:35:25,07:38:00,6200.0,2400000.0,"2,583",163.5,165.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
30,2978231,2022-04-07,2022-04-07,07:46:26,09:20:04,707283.0,7554000.0,"93,633",181.7,187.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
31,2972804,2022-04-04,2022-04-04,07:31:29,07:33:00,3488.0,2300000.0,"1,517",164.6,166.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
32,2974717,2022-04-05,2022-04-05,07:50:29,07:54:00,8468.0,2408000.0,"3,517",163.3,166.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
33,2975326,2022-04-05,2022-04-05,09:00:31,09:02:00,6675.0,4500000.0,"1,483",175.9,180.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
34,2975398,2022-04-05,2022-04-05,09:16:31,09:30:03,46482.0,3435000.0,"13,533",175.9,178.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
35,2978457,2022-04-07,2022-04-07,08:12:27,08:23:00,30672.0,2907000.0,"10,550",175.5,177.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
36,2976946,2022-04-06,2022-04-06,08:29:30,08:31:00,3300.0,2200000.0,"1,500",163.7,165.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
37,2974596,2022-04-05,2022-04-05,07:28:29,07:30:02,3255.0,2100000.0,"1,550",181.3,183.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
38,2976986,2022-04-06,2022-04-06,08:38:32,08:43:00,11010.0,2465000.0,"4,467",163.9,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
39,2971929,2022-04-01,2022-04-01,15:50:33,15:53:00,5145.0,2100000.0,"2,450",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
40,2974728,2022-04-05,2022-04-05,07:51:29,07:56:02,15330.0,3369000.0,"4,550",175.5,178.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
41,2975485,2022-04-05,2022-04-05,09:41:30,09:52:00,33152.0,3157000.0,"10,500",177.1,180.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
42,2975585,2022-04-05,2022-04-05,12:09:30,12:13:00,7100.0,2029000.0,"3,500",174.7,176.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
43,2975588,2022-04-05,2022-04-05,12:13:30,12:15:02,3373.0,2200000.0,"1,533",174.9,177.1,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
44,2977071,2022-04-06,2022-04-06,09:00:31,09:02:00,3115.0,2100000.0,"1,483",164.3,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
45,2977075,2022-04-06,2022-04-06,09:02:32,09:06:00,8470.0,2443000.0,"3,467",164.7,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
46,2978188,2022-04-07,2022-04-07,07:40:26,09:37:00,465998.0,3998000.0,"116,567",164.1,166.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
47,2972904,2022-04-04,2022-04-04,07:55:30,08:47:00,237035.0,4603000.0,"51,500",163.8,166.2,A,2,A2,descending,Maastricht,Eindhoven,,1,E-D
48,2974668,2022-04-05,2022-04-05,07:42:29,07:51:00,34182.0,4014000.0,"8,517",173.5,178.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
49,2974895,2022-04-05,2022-04-05,08:11:31,08:14:01,5168.0,2067000.0,"2,500",163.3,165.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
50,2978162,2022-04-07,2022-04-07,07:37:26,07:46:00,30113.0,3515000.0,"8,567",179.8,182.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
51,2972063,2022-04-01,2022-04-01,16:42:32,16:49:00,14918.0,2307000.0,"6,467",163.9,166.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
52,2972739,2022-04-04,2022-04-04,06:59:27,07:03:00,7950.0,2239000.0,"3,550",164.7,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
53,2973007,2022-04-04,2022-04-04,08:17:31,08:24:01,29187.0,4490000.0,"6,500",181.9,186.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
54,2973301,2022-04-04,2022-04-04,09:07:31,09:11:01,9125.0,2607000.0,"3,500",164.4,166.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
55,2975749,2022-04-05,2022-04-05,16:06:32,16:11:00,11997.0,2686000.0,"4,467",159.6,162.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
56,2978059,2022-04-07,2022-04-07,07:09:25,07:11:00,5067.0,3200000.0,"1,583",163.3,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
57,2976328,2022-04-05,2022-04-05,17:32:32,17:34:01,4598.0,3100000.0,"1,483",142.5,156.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
58,2978287,2022-04-07,2022-04-07,07:54:27,08:15:00,117008.0,5694000.0,"20,550",180.9,183.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
59,2978306,2022-04-07,2022-04-07,07:56:26,08:00:04,9723.0,2676000.0,"3,633",174.3,177.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
60,2972835,2022-04-04,2022-04-04,07:41:29,07:45:01,9313.0,2636000.0,"3,533",164.3,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
61,2973201,2022-04-04,2022-04-04,08:49:31,08:52:00,10678.0,4300000.0,"2,483",176.1,180.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
62,2978339,2022-04-07,2022-04-07,08:00:26,08:02:00,4387.0,2800000.0,"1,567",175.8,178.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
63,2976752,2022-04-06,2022-04-06,07:29:28,07:34:00,14672.0,3236000.0,"4,533",163.3,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
64,2976807,2022-04-06,2022-04-06,07:47:30,07:49:00,4050.0,2700000.0,"1,500",176.5,179.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
65,2976921,2022-04-06,2022-04-06,08:22:31,08:24:01,3300.0,2200000.0,"1,500",180.4,182.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
66,2971599,2022-04-01,2022-04-01,08:29:31,08:32:00,4967.0,2000000.0,"2,483",162.8,164.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
67,2972080,2022-04-01,2022-04-01,16:49:33,16:53:00,7543.0,2186000.0,"3,450",164.0,166.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
68,2972748,2022-04-04,2022-04-04,07:03:27,07:05:01,3447.0,2200000.0,"1,567",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
69,2973115,2022-04-04,2022-04-04,08:38:32,08:40:04,4753.0,3100000.0,"1,533",172.9,176.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
70,2976760,2022-04-06,2022-04-06,07:34:29,07:56:00,63730.0,2962000.0,"21,517",163.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
71,2976812,2022-04-06,2022-04-06,07:49:29,08:13:00,59552.0,2532000.0,"23,517",177.7,179.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
72,2976960,2022-04-06,2022-04-06,08:31:32,08:36:00,9777.0,2189000.0,"4,467",163.5,165.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
73,2972755,2022-04-04,2022-04-04,07:05:27,07:16:00,29265.0,2774000.0,"10,550",163.8,167.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
74,2977091,2022-04-06,2022-04-06,09:13:31,09:15:02,3337.0,2200000.0,"1,517",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
75,2972763,2022-04-04,2022-04-04,07:14:28,07:40:01,72767.0,2848000.0,"25,550",179.5,181.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
76,2980403,2022-04-08,2022-04-08,08:12:26,08:34:00,68018.0,3154000.0,"21,567",179.4,182.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
77,2980589,2022-04-08,2022-04-08,12:47:27,12:51:00,8820.0,2485000.0,"3,550",164.4,166.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
78,2982451,2022-04-11,2022-04-11,09:39:26,09:42:00,5843.0,2277000.0,"2,567",164.3,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
79,2982456,2022-04-11,2022-04-11,09:42:26,09:45:02,7020.0,2700000.0,"2,600",164.4,167.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
80,2982877,2022-04-11,2022-04-11,16:47:30,16:49:00,3450.0,2300000.0,"1,500",163.3,165.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
81,2980821,2022-04-08,2022-04-08,15:35:29,15:45:01,24793.0,2601000.0,"9,533",163.5,165.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
82,2982331,2022-04-11,2022-04-11,08:32:28,08:34:00,3833.0,2500000.0,"1,533",179.5,182.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
83,2982459,2022-04-11,2022-04-11,09:45:26,09:49:00,9987.0,2800000.0,"3,567",164.4,167.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
84,2979715,2022-04-07,2022-04-07,16:51:28,16:54:00,9863.0,3893000.0,"2,533",163.6,168.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
85,2982080,2022-04-11,2022-04-11,07:30:26,07:33:00,5133.0,2000000.0,"2,567",174.7,176.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
86,2982338,2022-04-11,2022-04-11,08:34:28,09:21:00,194790.0,4186000.0,"46,533",180.4,182.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
87,2982471,2022-04-11,2022-04-11,10:20:27,10:22:00,3255.0,2100000.0,"1,550",163.2,165.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
88,2982730,2022-04-11,2022-04-11,16:08:29,16:11:00,5378.0,2137000.0,"2,517",164.1,166.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
89,2979151,2022-04-07,2022-04-07,10:11:27,10:13:00,3255.0,2100000.0,"1,550",174.2,176.3,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
90,2979623,2022-04-07,2022-04-07,16:37:28,16:51:00,45492.0,3361000.0,"13,533",163.4,165.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
91,2979816,2022-04-07,2022-04-07,17:09:29,17:16:00,13813.0,2120000.0,"6,517",163.4,165.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
92,2980420,2022-04-08,2022-04-08,08:28:27,08:32:00,11300.0,3183000.0,"3,550",175.8,178.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
93,2980704,2022-04-08,2022-04-08,14:44:28,14:47:00,5630.0,2222000.0,"2,533",163.4,165.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
94,2982474,2022-04-11,2022-04-11,10:30:26,10:34:00,8560.0,2400000.0,"3,567",164.4,166.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
95,2982815,2022-04-11,2022-04-11,16:30:29,16:33:00,7773.0,3089000.0,"2,517",163.9,167.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
96,2984217,2022-04-12,2022-04-12,09:06:27,09:08:00,3410.0,2200000.0,"1,550",177.7,179.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
97,2979156,2022-04-07,2022-04-07,10:13:26,10:15:02,3200.0,2000000.0,"1,600",174.4,176.4,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
98,2980427,2022-04-08,2022-04-08,08:32:27,08:52:00,49467.0,2530000.0,"19,550",177.8,180.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
99,2980613,2022-04-08,2022-04-08,13:21:28,13:26:00,10278.0,2267000.0,"4,533",164.4,166.8,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
100,2982097,2022-04-11,2022-04-11,07:36:26,08:19:00,152852.0,3591000.0,"42,567",176.1,178.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
101,2984701,2022-04-12,2022-04-12,16:22:29,16:25:01,7853.0,3100000.0,"2,533",164.3,168.0,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
102,2979159,2022-04-07,2022-04-07,10:14:26,10:24:00,28838.0,3014000.0,"9,567",163.9,167.0,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
103,2979733,2022-04-07,2022-04-07,16:54:29,17:01:00,18182.0,2790000.0,"6,517",164.2,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
104,2982101,2022-04-11,2022-04-11,07:37:25,07:39:00,3800.0,2400000.0,"1,583",181.5,183.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
105,2982201,2022-04-11,2022-04-11,08:03:27,08:07:01,7463.0,2093000.0,"3,567",180.2,182.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
106,2982438,2022-04-11,2022-04-11,09:26:27,09:28:00,3565.0,2300000.0,"1,550",164.2,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
107,2982441,2022-04-11,2022-04-11,09:30:26,09:45:02,38270.0,2621000.0,"14,600",173.6,176.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
108,2982444,2022-04-11,2022-04-11,09:33:26,09:35:02,3360.0,2100000.0,"1,600",164.3,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
109,2980630,2022-04-08,2022-04-08,13:38:27,13:41:00,5963.0,2339000.0,"2,550",164.6,166.9,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
110,2982843,2022-04-11,2022-04-11,16:38:29,16:40:02,5270.0,3400000.0,"1,550",164.5,167.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
111,2985354,2022-04-12,2022-04-12,17:45:28,17:47:00,4447.0,2900000.0,"1,533",142.7,156.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
112,2983698,2022-04-12,2022-04-12,07:59:27,08:01:00,3565.0,2300000.0,"1,550",174.4,176.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
113,2982020,2022-04-11,2022-04-11,06:48:24,07:04:00,41215.0,2642000.0,"15,600",161.6,164.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
114,2982779,2022-04-11,2022-04-11,16:22:29,16:26:00,8708.0,2476000.0,"3,517",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
115,2984317,2022-04-12,2022-04-12,09:32:27,09:34:00,3255.0,2100000.0,"1,550",180.8,182.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
116,2978792,2022-04-07,2022-04-07,08:49:29,08:52:01,11147.0,4400000.0,"2,533",175.7,180.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
117,2979086,2022-04-07,2022-04-07,09:38:27,10:12:00,122660.0,3656000.0,"33,550",164.4,166.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
118,2984186,2022-04-12,2022-04-12,09:00:28,09:27:00,100815.0,3800000.0,"26,533",164.4,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
119,2984236,2022-04-12,2022-04-12,09:10:27,09:18:00,31455.0,4166000.0,"7,550",180.3,186.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
120,2984284,2022-04-12,2022-04-12,09:23:27,09:27:00,8182.0,2305000.0,"3,550",175.0,177.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
121,2984320,2022-04-12,2022-04-12,09:33:26,09:38:00,12317.0,2697000.0,"4,567",176.7,179.9,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
122,2983465,2022-04-12,2022-04-12,07:01:24,07:10:00,25095.0,2918000.0,"8,600",164.0,166.8,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
123,2980365,2022-04-08,2022-04-08,07:36:25,07:54:00,74595.0,4242000.0,"17,583",176.2,181.4,A,2,A2,descending,Maastricht,Eindhoven,,1,E-D
124,2980645,2022-04-08,2022-04-08,13:56:29,14:09:00,39092.0,3123000.0,"12,517",163.2,165.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
125,2982229,2022-04-11,2022-04-11,08:11:27,08:30:02,62393.0,3357000.0,"18,583",181.2,183.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
126,2982866,2022-04-11,2022-04-11,16:44:29,16:46:01,3220.0,2100000.0,"1,533",164.3,166.4,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
127,2984329,2022-04-12,2022-04-12,09:36:27,09:57:00,65470.0,3186000.0,"20,550",163.2,165.5,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
128,2984370,2022-04-12,2022-04-12,09:57:26,10:06:00,25700.0,3000000.0,"8,567",163.6,165.7,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
129,2984588,2022-04-12,2022-04-12,15:55:28,15:58:00,7093.0,2800000.0,"2,533",161.9,164.7,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
130,2984628,2022-04-12,2022-04-12,16:06:29,16:22:00,48552.0,3129000.0,"15,517",161.9,165.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
131,2978710,2022-04-07,2022-04-07,08:41:28,08:49:00,23878.0,3170000.0,"7,533",175.8,178.2,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
132,2979000,2022-04-07,2022-04-07,09:17:27,09:44:00,126613.0,4769000.0,"26,550",179.6,182.3,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
133,2979570,2022-04-07,2022-04-07,16:28:29,16:30:02,3100.0,2000000.0,"1,550",164.6,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
134,2979861,2022-04-07,2022-04-07,17:16:29,17:18:00,3337.0,2200000.0,"1,517",164.9,167.1,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
135,2980564,2022-04-08,2022-04-08,12:18:28,12:22:00,8120.0,2298000.0,"3,533",164.4,166.5,A,2,A2,descending,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),1,E-D
136,2983481,2022-04-12,2022-04-12,07:11:24,07:18:00,16337.0,2475000.0,"6,600",164.4,166.6,A,2,A2,descending,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),1,E-D
