Date,Hour,DD,FH,FF,FX,T,TD,SQ,Q,DR,RH,P,VV,N,U,M,R,S,O,Y
2022-12-01,4,10,4.0,4.0,5.0,5.6,4.2,0.0,0,0.0,0.0,1027.2,50,8,90,0,0,0,0,0
2022-12-01,5,20,3.0,3.0,4.0,5.6,4.3,0.0,0,0.0,0.0,1027.2,50,8,91,0,0,0,0,0
2022-12-01,6,10,3.0,3.0,5.0,5.5,4.3,0.0,0,0.0,0.0,1027.3,56,8,91,0,0,0,0,0
2022-12-01,7,30,3.0,4.0,5.0,5.6,4.2,0.0,0,0.0,0.0,1027.5,56,8,90,0,0,0,0,0
2022-12-01,8,50,4.0,4.0,6.0,5.8,3.9,0.0,2,0.0,0.0,1027.9,57,8,87,0,0,0,0,0
2022-12-01,9,20,3.0,3.0,5.0,5.9,3.9,0.0,11,0.0,0.0,1028.3,57,8,86,0,0,0,0,0
2022-12-01,10,20,4.0,4.0,5.0,6.4,3.6,0.0,23,0.0,0.0,1028.3,58,8,82,0,0,0,0,0
2022-12-01,11,30,4.0,4.0,7.0,6.7,3.6,0.0,38,0.0,0.0,1027.9,58,8,80,0,0,0,0,0
2022-12-01,12,360,4.0,4.0,6.0,6.9,3.8,0.0,42,0.0,0.0,1027.5,58,8,81,0,0,0,0,0
2022-12-01,13,20,3.0,4.0,6.0,7.1,3.3,0.0,35,0.0,0.0,1027.1,60,8,76,0,0,0,0,0
2022-12-01,14,20,4.0,4.0,6.0,6.5,3.0,0.0,35,0.0,0.0,1026.8,59,7,78,0,0,0,0,0
2022-12-01,15,20,4.0,4.0,7.0,6.6,3.1,0.3,15,0.0,0.0,1026.9,60,8,78,0,0,0,0,0
2022-12-01,16,10,4.0,4.0,6.0,6.2,3.2,0.0,1,0.0,0.0,1027.0,58,8,80,0,0,0,0,0
2022-12-01,17,20,4.0,3.0,6.0,6.0,3.5,0.0,0,0.0,0.0,1027.2,57,8,83,0,0,0,0,0
2022-12-01,18,20,3.0,2.0,5.0,5.8,3.4,0.0,0,0.0,0.0,1027.1,57,8,84,0,0,0,0,0
2022-12-01,19,30,3.0,3.0,4.0,5.7,3.4,0.0,0,0.0,0.0,1027.0,57,8,85,0,0,0,0,0
2022-12-01,20,40,3.0,3.0,5.0,5.7,3.3,0.0,0,0.0,0.0,1027.0,57,8,84,0,0,0,0,0
2022-12-01,21,30,3.0,3.0,5.0,5.5,3.5,0.0,0,0.0,0.0,1026.9,57,8,86,0,0,0,0,0
2022-12-01,22,40,3.0,3.0,5.0,5.3,3.9,0.0,0,0.0,0.0,1026.5,56,8,90,0,0,0,0,0
2022-12-01,23,30,3.0,3.0,6.0,5.3,3.8,0.0,0,0.0,0.0,1026.3,49,8,90,0,0,0,0,0
2022-12-01,24,40,3.0,3.0,6.0,5.3,3.6,0.0,0,0.0,0.0,1025.9,45,8,88,0,0,0,0,0
2022-12-02,1,50,4.0,4.0,7.0,4.7,2.1,0.0,0,0.0,0.0,1025.5,50,8,82,0,0,0,0,0
2022-12-02,2,50,3.0,3.0,6.0,4.5,2.2,0.0,0,0.0,0.0,1025.5,50,8,85,0,0,0,0,0
2022-12-02,3,60,3.0,3.0,5.0,4.0,1.6,0.0,0,0.0,0.0,1025.2,50,8,84,0,0,0,0,0
2022-12-02,4,60,4.0,4.0,7.0,3.5,0.8,0.0,0,0.0,0.0,1024.8,56,8,82,0,0,0,0,0
2022-12-02,5,40,4.0,5.0,7.0,3.2,0.6,0.0,0,0.0,0.0,1024.5,56,8,82,0,0,0,0,0
2022-12-02,6,50,5.0,5.0,8.0,3.1,0.3,0.0,0,0.0,0.0,1024.2,58,8,81,0,0,0,0,0
2022-12-02,7,60,5.0,5.0,8.0,3.1,0.3,0.0,0,0.0,0.0,1024.2,58,8,81,0,0,0,0,0
2022-12-02,8,40,5.0,5.0,8.0,3.1,0.6,0.0,0,0.0,0.0,1024.2,58,8,83,0,0,0,0,0
2022-12-02,12,40,6.0,6.0,9.0,3.5,1.5,0.0,18,0.0,0.0,1023.4,56,8,86,0,0,0,0,0
2022-12-02,13,30,7.0,8.0,10.0,3.5,1.2,0.0,16,0.0,0.0,1022.8,57,8,85,0,0,0,0,0
2022-12-02,14,40,6.0,6.0,10.0,3.5,0.4,0.0,21,0.0,0.0,1022.7,59,8,80,0,0,0,0,0
2022-12-02,15,60,6.0,6.0,10.0,3.3,0.3,0.0,7,0.0,0.0,1023.0,61,8,81,0,0,0,0,0
2022-12-02,16,50,7.0,7.0,12.0,2.8,-0.1,0.0,0,0.0,0.0,1023.2,58,8,81,0,0,0,0,0
2022-12-02,17,60,6.0,7.0,11.0,2.6,-0.7,0.0,0,0.0,0.0,1023.6,56,8,78,0,0,0,0,0
2022-12-02,18,50,6.0,6.0,10.0,2.6,-0.7,0.0,0,0.0,0.0,1023.7,58,8,78,0,0,0,0,0
2022-12-02,19,50,6.0,7.0,11.0,2.6,-1.2,0.0,0,0.0,0.0,1023.7,60,8,76,0,0,0,0,0
2022-12-02,20,50,6.0,6.0,10.0,2.4,-1.4,0.0,0,0.0,0.0,1023.5,62,8,75,0,0,0,0,0
2022-12-02,21,50,6.0,6.0,10.0,2.3,-1.4,0.0,0,0.0,0.0,1023.5,63,8,76,0,0,0,0,0
2022-12-02,22,60,6.0,6.0,11.0,2.1,-1.3,0.0,0,0.0,0.0,1023.5,63,8,77,0,0,0,0,0
2022-12-02,23,40,6.0,6.0,10.0,2.0,-1.3,0.0,0,0.0,0.0,1023.5,63,8,79,0,0,0,0,0
2022-12-02,24,50,5.0,5.0,9.0,1.9,-1.1,0.0,0,0.0,0.0,1023.2,62,8,80,0,0,0,0,0
2022-12-03,1,40,5.0,5.0,9.0,2.0,-1.1,0.0,0,0.0,0.0,1022.9,62,8,80,0,0,0,0,0
2022-12-03,2,50,5.0,4.0,8.0,2.0,-0.9,0.0,0,0.0,0.0,1022.8,61,8,80,0,0,0,0,0
2022-12-03,3,50,4.0,4.0,7.0,2.1,-0.8,0.0,0,0.0,0.0,1022.5,60,8,81,0,0,0,0,0
2022-12-03,4,50,4.0,4.0,7.0,2.1,-0.8,0.0,0,0.0,0.0,1022.2,60,8,81,0,0,0,0,0
2022-12-03,5,60,4.0,4.0,7.0,2.0,-0.7,0.0,0,0.0,0.0,1022.1,59,8,82,0,0,0,0,0
2022-12-03,6,50,5.0,5.0,8.0,1.9,-0.8,0.0,0,0.0,0.0,1021.8,58,8,82,0,0,0,0,0
2022-12-03,7,50,4.0,4.0,7.0,1.9,-0.7,0.0,0,0.0,0.0,1021.7,58,8,82,0,0,0,0,0
2022-12-03,8,50,4.0,4.0,7.0,2.0,-0.7,0.0,1,0.0,0.0,1021.7,59,8,82,0,0,0,0,0
2022-12-03,9,60,5.0,5.0,8.0,2.2,-1.1,0.0,6,0.0,0.0,1021.8,60,8,78,0,0,0,0,0
2022-12-03,10,80,5.0,4.0,8.0,1.9,-1.7,0.0,9,0.0,0.0,1021.7,61,8,76,0,0,0,0,0
2022-12-03,11,50,5.0,4.0,8.0,1.7,-1.9,0.0,13,0.0,0.0,1020.9,62,8,76,0,0,0,0,0
2022-12-03,12,70,4.0,3.0,8.0,1.8,-1.7,0.0,16,0.0,0.0,1020.5,61,8,77,0,0,0,0,0
2022-12-03,13,60,4.0,4.0,7.0,1.8,-1.7,0.0,13,0.0,0.0,1019.9,61,8,77,0,0,0,0,0
2022-12-03,14,60,5.0,5.0,7.0,1.9,-1.5,0.0,16,0.0,0.0,1019.5,59,8,78,0,0,0,0,0
2022-12-03,15,60,5.0,5.0,7.0,1.7,-1.5,0.0,9,0.0,0.0,1019.3,59,8,79,0,0,0,0,0
2022-12-03,16,70,4.0,4.0,7.0,1.6,-1.6,0.0,1,0.0,0.0,1019.3,59,8,79,0,0,0,0,0
2022-12-03,17,60,4.0,5.0,7.0,1.5,-1.7,0.0,0,0.0,0.0,1019.1,58,8,79,0,0,0,0,0
2022-12-03,18,60,5.0,5.0,7.0,1.2,-1.3,0.0,0,0.0,0.0,1018.9,56,8,83,0,0,0,0,0
2022-12-03,19,60,4.0,4.0,7.0,1.1,-1.5,0.0,0,0.0,0.0,1018.8,56,8,82,0,0,0,0,0
2022-12-03,20,50,4.0,4.0,7.0,1.0,-1.7,0.0,0,0.0,0.0,1018.5,56,8,82,0,0,0,0,0
2022-12-03,21,60,4.0,4.0,7.0,0.9,-1.7,0.0,0,0.0,0.0,1018.4,56,8,82,0,0,0,0,0
2022-12-03,22,50,4.0,4.0,7.0,0.7,-1.7,0.0,0,0.0,0.0,1018.2,50,8,83,0,0,0,0,0
2022-12-03,23,50,4.0,4.0,7.0,0.8,-1.6,0.0,0,0.0,0.0,1018.0,56,8,83,0,0,0,0,0
2022-12-03,24,50,4.0,4.0,7.0,0.8,-1.5,0.0,0,0.0,0.0,1017.7,56,8,84,0,0,0,0,0
2022-12-04,1,50,4.0,4.0,7.0,0.7,-1.6,0.0,0,0.0,0.0,1017.5,56,8,84,0,0,0,0,0
2022-12-04,2,50,4.0,4.0,6.0,0.8,-1.7,0.0,0,0.0,0.0,1017.4,56,8,83,0,0,0,0,0
2022-12-04,3,50,4.0,4.0,7.0,0.8,-1.7,0.0,0,0.0,0.0,1017.3,56,8,83,0,0,0,0,0
2022-12-04,4,60,4.0,4.0,7.0,0.8,-1.7,0.0,0,0.0,0.0,1017.1,56,8,83,0,0,0,0,0
2022-12-04,5,60,4.0,5.0,7.0,0.8,-1.7,0.0,0,0.0,0.0,1017.2,56,8,83,0,0,0,0,0
2022-12-04,6,50,4.0,5.0,7.0,0.8,-1.6,0.0,0,0.0,0.0,1017.0,56,8,83,0,0,0,0,0
2022-12-04,7,60,4.0,4.0,7.0,0.9,-1.4,0.0,0,0.0,0.0,1017.2,56,8,84,0,0,0,0,0
2022-12-04,8,60,4.0,4.0,7.0,1.0,-1.4,0.0,1,0.0,0.0,1017.5,57,8,84,0,0,0,0,0
2022-12-04,9,50,4.0,4.0,7.0,1.2,-1.4,0.0,10,0.0,0.0,1017.5,58,8,82,0,0,0,0,0
2022-12-04,10,60,4.0,4.0,7.0,1.5,-1.5,0.0,18,0.0,0.0,1017.8,60,8,80,0,0,0,0,0
2022-12-04,11,60,5.0,5.0,9.0,1.1,-1.7,0.0,9,0.0,0.0,1017.5,60,8,81,0,0,0,0,0
2022-12-04,12,80,5.0,4.0,8.0,1.2,-1.6,0.0,10,0.0,0.0,1017.2,60,8,81,0,0,0,0,0
2022-12-04,13,60,4.0,5.0,7.0,1.3,-1.5,0.0,8,0.0,0.0,1016.7,61,8,81,0,0,0,0,0
2022-12-04,14,60,5.0,5.0,8.0,1.5,-1.4,0.0,6,0.0,0.0,1016.7,62,8,81,0,0,0,0,0
2022-12-04,15,60,5.0,5.0,8.0,1.6,-1.2,0.0,3,0.0,0.0,1016.6,62,8,81,0,0,0,0,0
2022-12-04,16,50,4.0,3.0,8.0,1.8,-0.6,0.0,0,0.0,0.0,1016.9,61,8,84,0,0,0,0,0
2022-12-04,17,50,4.0,4.0,8.0,2.0,-0.4,0.0,0,0.0,0.0,1017.0,62,8,83,0,0,0,0,0
2022-12-04,18,50,4.0,4.0,9.0,2.1,-0.5,0.0,0,0.0,0.0,1017.3,61,8,82,0,0,0,0,0
2022-12-04,19,50,4.0,4.0,8.0,2.0,-0.6,0.0,0,0.0,0.0,1017.1,59,8,82,0,0,0,0,0
2022-12-04,20,40,4.0,4.0,6.0,2.0,-0.3,0.0,0,0.0,0.0,1017.4,58,8,84,0,0,0,0,0
2022-12-04,21,40,4.0,4.0,7.0,2.1,-0.1,0.0,0,0.0,0.0,1017.4,59,8,85,0,0,0,0,0
2022-12-04,22,40,4.0,4.0,6.0,2.1,0.2,0.0,0,0.0,0.0,1017.4,58,8,86,0,0,0,0,0
2022-12-04,23,30,4.0,4.0,6.0,2.1,0.6,0.0,0,0.0,0.0,1017.5,56,8,89,0,0,0,0,0
2022-12-05,1,50,3.0,4.0,6.0,2.4,1.1,0.0,0,0.0,0.0,1017.5,47,8,91,0,0,0,0,0
2022-12-05,2,60,3.0,3.0,5.0,2.4,1.4,0.0,0,0.0,0.0,1017.8,35,8,93,0,0,0,0,0
2022-12-05,5,40,3.0,4.0,6.0,2.8,1.8,0.0,0,0.0,0.0,1018.0,44,8,93,0,0,0,0,0
2022-12-05,8,50,2.0,2.0,4.0,3.2,2.2,0.0,0,0.0,0.0,1018.9,50,8,92,0,0,0,0,0
2022-12-05,10,100,2.0,1.0,3.0,3.3,2.7,0.0,8,1.0,0.3,1019.8,56,8,95,0,1,0,0,0
2022-12-05,11,70,1.0,2.0,3.0,3.5,2.5,0.0,8,1.0,0.3,1019.8,58,8,93,0,1,0,0,0
2022-12-05,12,100,2.0,1.0,4.0,3.5,2.2,0.0,19,0.9,0.3,1019.6,61,8,91,0,1,0,0,0
2022-12-05,14,330,1.0,1.0,3.0,3.7,2.7,0.0,10,0.4,0.1,1019.4,57,8,93,0,1,0,0,0
2022-12-05,17,240,1.0,2.0,2.0,3.9,3.5,0.0,0,1.0,0.2,1020.0,20,8,97,0,1,0,0,0
2022-12-05,18,260,2.0,2.0,3.0,4.1,3.8,0.0,0,1.0,0.1,1020.1,33,8,97,0,1,0,0,0
2022-12-05,21,320,2.0,2.0,3.0,4.9,4.4,0.0,0,0.7,0.2,1020.6,59,8,96,0,1,0,0,0
2022-12-05,24,350,2.0,1.0,3.0,4.9,4.7,0.0,0,0.4,0.1,1020.5,21,8,98,0,1,0,0,0
2022-12-06,2,330,2.0,2.0,3.0,4.9,4.6,0.0,0,0.3,0.1,1020.5,18,8,97,0,1,0,0,0
2022-12-06,6,320,2.0,2.0,4.0,4.8,4.4,0.0,0,0.0,0.0,1020.2,58,8,97,0,0,0,0,0
2022-12-06,7,310,2.0,2.0,3.0,4.5,4.1,0.0,0,0.0,0.0,1020.2,57,8,97,0,0,0,0,0
2022-12-06,8,310,1.0,2.0,2.0,4.1,3.7,0.0,2,0.0,0.0,1020.5,58,8,97,0,0,0,0,0
2022-12-06,10,290,1.0,2.0,3.0,5.3,4.3,0.7,51,0.0,0.0,1020.8,65,3,93,0,0,0,0,0
2022-12-06,11,300,2.0,2.0,3.0,6.3,4.4,1.0,85,0.0,0.0,1020.7,70,4,87,0,0,0,0,0
2022-12-06,12,300,2.0,2.0,4.0,7.2,3.4,1.0,88,0.0,0.0,1020.3,75,7,77,0,0,0,0,0
2022-12-06,13,300,3.0,2.0,5.0,7.2,2.7,1.0,79,0.0,0.0,1019.9,75,1,73,0,0,0,0,0
2022-12-06,14,290,2.0,2.0,5.0,7.0,2.3,0.5,40,0.0,0.0,1019.6,75,8,71,0,0,0,0,0
2022-12-06,15,290,2.0,1.0,4.0,6.5,2.7,0.0,10,0.0,0.0,1019.3,75,8,76,0,0,0,0,0
2022-12-06,16,240,2.0,2.0,3.0,5.8,2.9,0.0,1,0.0,0.0,1019.3,70,8,81,0,0,0,0,0
2022-12-06,17,240,2.0,3.0,5.0,5.6,3.2,0.0,0,0.0,0.0,1019.0,70,8,85,0,0,0,0,0
2022-12-06,18,240,3.0,3.0,5.0,5.5,3.4,0.0,0,0.0,0.0,1018.9,70,8,86,0,0,0,0,0
2022-12-06,19,250,3.0,3.0,5.0,5.2,4.0,0.0,0,0.0,0.0,1018.8,65,8,91,0,0,0,0,0
2022-12-06,20,240,3.0,3.0,4.0,4.6,3.8,0.0,0,0.0,0.0,1018.7,63,7,94,0,0,0,0,0
2022-12-06,24,270,3.0,2.0,4.0,3.3,3.0,0.0,0,0.0,0.0,1018.5,57,6,97,0,0,0,0,0
2022-12-07,1,260,2.0,3.0,3.0,2.4,2.0,0.0,0,0.0,0.0,1018.2,56,7,97,0,0,0,0,0
2022-12-07,2,280,2.0,2.0,3.0,3.1,2.7,0.0,0,0.0,0.0,1018.4,57,8,97,0,0,0,0,0
2022-12-07,4,260,2.0,1.0,3.0,2.7,2.3,0.0,0,0.0,0.0,1018.0,60,7,97,0,0,0,0,0
2022-12-07,5,270,2.0,2.0,3.0,3.4,3.0,0.0,0,0.0,0.0,1017.9,60,8,96,0,0,0,0,0
2022-12-07,6,250,2.0,2.0,4.0,2.8,2.0,0.0,0,0.0,0.0,1017.6,65,2,94,0,0,0,0,0
2022-12-07,7,240,2.0,2.0,3.0,1.7,1.3,0.0,0,0.0,0.0,1017.8,60,7,97,0,0,0,0,0
2022-12-07,8,250,2.0,2.0,3.0,2.0,1.7,0.0,3,0.0,0.0,1018.0,59,7,97,0,0,0,0,0
2022-12-07,9,260,2.0,2.0,4.0,3.6,2.8,0.0,16,0.0,0.0,1018.1,63,8,94,0,0,0,0,0
2022-12-07,10,240,2.0,2.0,4.0,4.5,3.2,0.2,32,0.0,0.0,1018.1,65,7,91,0,0,0,0,0
2022-12-07,11,250,3.0,3.0,4.0,5.7,3.8,0.7,70,0.0,0.0,1017.5,70,7,87,0,0,0,0,0
2022-12-07,12,280,3.0,3.0,5.0,6.3,3.8,0.5,72,0.0,0.0,1017.0,70,8,83,0,0,0,0,0
2022-12-07,14,250,3.0,3.0,5.0,6.3,3.7,0.5,32,0.0,0.0,1015.9,70,6,83,0,0,0,0,0
2022-12-07,16,260,2.0,2.0,4.0,4.6,3.1,0.0,3,0.0,0.0,1015.2,70,8,90,0,0,0,0,0
2022-12-07,17,250,2.0,3.0,4.0,4.5,2.7,0.0,0,0.0,0.0,1014.8,70,8,88,0,0,0,0,0
2022-12-07,18,240,3.0,3.0,4.0,4.0,2.7,0.0,0,0.0,0.0,1014.4,70,8,90,0,0,0,0,0
2022-12-07,22,230,3.0,4.0,5.0,3.8,2.8,0.0,0,0.4,0.1,1013.0,65,8,93,0,1,0,0,0
2022-12-07,24,230,4.0,4.0,6.0,3.6,2.8,0.0,0,0.0,0.0,1011.7,57,8,94,0,0,0,0,0
2022-12-08,1,240,4.0,3.0,6.0,3.4,2.7,0.0,0,0.0,0.0,1011.1,56,8,95,0,0,0,0,0
2022-12-08,3,240,4.0,5.0,6.0,3.6,2.8,0.0,0,0.5,0.1,1010.0,60,8,93,0,1,0,0,0
2022-12-08,4,240,5.0,4.0,7.0,3.8,3.0,0.0,0,0.7,0.1,1009.5,48,8,94,0,1,0,0,0
2022-12-08,5,250,4.0,4.0,7.0,3.8,2.7,0.0,0,1.0,0.2,1009.2,61,8,92,0,1,0,0,0
2022-12-08,6,250,4.0,3.0,7.0,3.5,2.5,0.0,0,0.7,0.4,1008.9,65,8,93,0,1,0,0,0
2022-12-08,7,300,3.0,2.0,7.0,3.4,2.6,0.0,0,0.4,0.1,1008.8,60,8,94,0,1,0,0,0
2022-12-08,9,240,3.0,4.0,6.0,3.3,2.3,0.0,3,0.7,0.2,1008.8,49,8,93,0,1,0,0,0
2022-12-08,10,230,4.0,5.0,6.0,3.4,2.5,0.0,19,0.9,0.1,1008.6,50,8,93,0,1,0,0,0
2022-12-08,11,230,4.0,4.0,7.0,3.5,2.5,0.0,16,0.7,0.2,1008.4,57,8,93,0,1,0,0,0
2022-12-08,12,290,3.0,2.0,5.0,3.5,2.5,0.0,15,0.9,0.3,1007.9,36,8,93,0,1,0,0,0
2022-12-08,13,250,2.0,2.0,4.0,3.4,2.4,0.0,8,1.0,0.5,1007.5,64,8,93,0,1,0,0,0
2022-12-08,16,230,3.0,3.0,6.0,2.0,1.1,0.0,1,0.0,0.0,1007.5,65,8,93,0,0,0,0,0
2022-12-08,17,230,3.0,3.0,5.0,1.6,0.8,0.0,0,0.0,0.0,1007.1,65,5,94,0,0,0,0,0
2022-12-08,18,210,3.0,3.0,4.0,2.1,1.4,0.0,0,0.0,0.0,1007.2,61,8,94,0,0,0,0,0
2022-12-08,21,210,3.0,3.0,4.0,0.8,0.1,0.0,0,0.0,0.0,1006.8,58,8,95,0,0,0,0,0
2022-12-08,22,210,3.0,3.0,4.0,0.6,-0.1,0.0,0,0.0,0.0,1007.0,49,7,95,0,0,0,0,0
2022-12-08,23,200,2.0,2.0,4.0,0.4,-0.1,0.0,0,0.0,0.0,1006.8,40,7,96,0,0,0,0,0
2022-12-08,24,220,2.0,2.0,3.0,0.8,0.2,0.0,0,0.0,0.0,1006.7,34,8,95,0,0,0,0,0
2022-12-09,1,230,2.0,2.0,3.0,1.2,0.5,0.0,0,0.0,0.0,1006.6,50,8,95,0,0,0,0,0
2022-12-09,2,210,1.0,2.0,3.0,1.4,0.7,0.0,0,0.0,0.0,1006.7,36,8,94,0,0,0,0,0
2022-12-09,4,150,1.0,1.0,2.0,1.3,0.9,0.0,0,0.0,0.0,1006.4,11,8,97,0,0,0,0,0
2022-12-09,5,190,1.0,1.0,2.0,1.3,1.0,0.0,0,0.0,0.0,1006.2,8,9,98,1,0,0,0,0
2022-12-09,6,210,1.0,1.0,2.0,1.2,1.1,0.0,0,0.0,0.0,1006.2,9,8,99,1,0,0,0,0
2022-12-09,7,200,1.0,1.0,1.0,1.2,0.9,0.0,0,0.0,0.0,1006.1,19,8,98,1,0,0,0,0
2022-12-09,8,0,0.0,0.0,1.0,1.3,0.9,0.0,1,0.0,0.0,1006.5,28,8,97,0,0,0,0,0
2022-12-09,9,160,0.0,1.0,1.0,1.7,0.9,0.0,10,0.0,0.0,1006.5,49,7,94,0,0,0,0,0
2022-12-09,10,150,1.0,1.0,2.0,1.1,-0.1,0.2,27,0.0,0.0,1006.6,56,2,91,0,0,0,0,0
2022-12-09,11,130,2.0,1.0,4.0,2.0,-0.4,0.0,33,0.0,0.0,1006.6,58,8,83,0,0,0,0,0
2022-12-09,12,120,2.0,2.0,4.0,1.8,-0.7,0.0,26,0.0,0.0,1006.4,59,8,83,0,0,0,0,0
2022-12-09,13,170,2.0,2.0,4.0,1.8,-1.1,0.0,24,0.0,0.0,1006.2,62,8,81,0,0,0,0,0
2022-12-09,14,0,1.0,0.0,3.0,1.8,-1.2,0.0,19,0.0,0.0,1006.3,61,8,80,0,0,0,0,0
2022-12-09,15,190,1.0,1.0,3.0,1.5,-1.7,0.0,9,0.0,0.0,1006.4,63,8,79,0,0,0,0,0
2022-12-09,16,130,1.0,1.0,4.0,0.8,-2.1,0.0,1,0.0,0.0,1006.7,63,8,81,0,0,0,0,0
2022-12-09,17,170,2.0,2.0,4.0,-0.3,-2.4,0.0,0,0.0,0.0,1006.7,60,7,85,0,0,0,0,0
2022-12-09,18,210,2.0,2.0,3.0,-0.1,-2.4,0.0,0,0.0,0.0,1007.3,59,8,84,0,0,0,0,0
2022-12-09,19,180,2.0,1.0,3.0,-0.6,-2.7,0.0,0,0.0,0.0,1007.7,60,6,85,0,0,0,0,0
2022-12-09,20,200,2.0,2.0,3.0,-2.0,-3.5,0.0,0,0.0,0.0,1007.8,58,6,89,0,0,0,0,0
2022-12-09,21,170,2.0,2.0,3.0,-1.9,-3.2,0.0,0,0.0,0.0,1008.1,57,1,90,0,0,0,0,0
2022-12-09,22,180,2.0,2.0,3.0,-2.8,-3.9,0.0,0,0.0,0.0,1008.2,50,0,91,0,0,0,0,0
2022-12-09,23,180,2.0,2.0,3.0,-3.8,-4.7,0.0,0,0.0,0.0,1008.5,38,0,93,0,0,0,0,0
2022-12-09,24,210,1.0,1.0,2.0,-3.4,-3.7,0.0,0,0.0,0.0,1008.6,28,0,97,0,0,0,0,0
2022-12-10,1,200,1.0,1.0,2.0,-4.1,-4.4,0.0,0,0.0,0.0,1008.6,4,7,98,1,0,0,0,1
2022-12-10,2,210,2.0,2.0,4.0,-2.4,-3.0,0.0,0,0.0,0.0,1009.1,10,8,96,1,0,0,0,1
2022-12-10,3,220,3.0,3.0,4.0,-2.1,-2.4,0.0,0,0.0,0.0,1008.9,9,9,98,1,0,0,0,1
2022-12-10,4,210,3.0,3.0,4.0,-1.9,-2.2,0.0,0,0.0,0.0,1009.1,9,9,98,1,0,0,0,1
2022-12-10,5,220,3.0,3.0,4.0,-2.0,-2.4,0.0,0,0.0,0.0,1009.3,10,8,96,1,0,0,0,1
2022-12-10,6,220,2.0,3.0,4.0,-1.9,-2.4,0.0,0,0.0,0.0,1009.3,12,8,96,0,0,0,0,0
2022-12-10,7,210,3.0,3.0,5.0,-1.9,-2.4,0.0,0,0.0,0.0,1009.6,10,8,96,1,0,0,0,1
2022-12-10,8,220,3.0,3.0,5.0,-1.8,-2.1,0.0,1,0.0,0.0,1010.1,5,9,98,1,0,0,0,1
2022-12-10,9,190,3.0,2.0,5.0,-1.6,-1.8,0.0,6,0.0,0.0,1010.6,3,9,99,1,0,0,0,1
2022-12-10,10,200,3.0,3.0,4.0,-1.7,-1.9,0.0,14,0.0,0.0,1011.0,5,8,98,1,0,0,0,1
2022-12-10,11,190,3.0,3.0,5.0,-1.5,-1.8,0.0,20,0.0,0.0,1011.1,4,9,98,1,0,0,0,1
2022-12-10,12,200,3.0,3.0,4.0,-1.3,-1.4,0.0,27,0.0,0.0,1011.0,11,8,98,1,0,0,0,1
2022-12-10,13,230,3.0,3.0,5.0,-1.3,-1.7,0.0,20,0.0,0.0,1011.0,10,8,96,0,0,0,0,0
2022-12-10,14,200,3.0,3.0,5.0,-1.1,-1.4,0.0,15,0.0,0.0,1011.2,17,8,97,1,0,0,0,1
2022-12-10,15,230,3.0,3.0,5.0,-0.9,-1.3,0.0,6,0.0,0.0,1011.5,21,8,97,0,0,0,0,0
2022-12-10,16,220,3.0,2.0,5.0,-0.7,-0.9,0.0,1,0.0,0.0,1011.6,14,8,98,0,0,0,0,0
2022-12-10,17,230,3.0,3.0,5.0,-0.6,-0.9,0.0,0,0.0,0.0,1011.7,14,8,97,0,0,0,0,0
2022-12-10,18,200,3.0,3.0,5.0,-0.4,-0.7,0.0,0,0.0,0.0,1011.8,11,8,98,1,0,0,0,1
2022-12-10,19,220,2.0,3.0,4.0,-0.1,-0.4,0.0,0,0.0,0.0,1012.0,18,8,97,0,0,0,0,0
2022-12-10,20,180,2.0,2.0,5.0,0.1,-0.2,0.0,0,0.0,0.0,1011.8,19,8,98,0,0,0,0,0
2022-12-10,21,170,2.0,2.0,4.0,0.2,-0.1,0.0,0,0.0,0.0,1012.0,17,8,97,0,0,0,0,0
2022-12-10,22,180,3.0,3.0,5.0,0.2,-0.2,0.0,0,0.0,0.0,1011.8,27,8,97,0,0,0,0,0
2022-12-10,23,180,3.0,2.0,4.0,0.2,-0.3,0.0,0,0.0,0.0,1011.8,18,8,96,0,0,0,0,0
2022-12-10,24,170,2.0,3.0,4.0,0.4,-0.1,0.0,0,0.0,0.0,1011.7,25,8,96,0,0,0,0,0
2022-12-11,1,180,2.0,2.0,4.0,0.5,-0.1,0.0,0,0.0,0.0,1011.6,29,8,95,0,0,0,0,0
2022-12-11,2,210,2.0,2.0,3.0,0.7,0.1,0.0,0,0.0,0.0,1011.5,36,8,95,0,0,0,0,0
2022-12-11,3,220,2.0,2.0,3.0,0.9,-0.3,0.0,0,0.0,0.0,1011.4,50,8,92,0,0,0,0,0
2022-12-11,4,230,2.0,2.0,4.0,0.8,-0.3,0.0,0,0.0,0.0,1010.8,59,8,92,0,0,0,0,0
2022-12-11,5,210,2.0,3.0,4.0,0.8,-0.9,0.0,0,0.0,0.0,1010.8,60,8,88,0,0,0,0,0
2022-12-11,6,190,2.0,2.0,4.0,0.8,-1.1,0.0,0,0.0,0.0,1010.7,62,8,86,0,0,0,0,0
2022-12-11,7,190,2.0,1.0,3.0,0.9,-1.0,0.0,0,0.0,0.0,1010.5,63,8,87,0,0,0,0,0
2022-12-11,8,170,2.0,3.0,4.0,0.8,-1.2,0.0,0,0.0,0.0,1010.9,60,8,86,0,0,0,0,0
2022-12-11,9,180,2.0,2.0,4.0,0.8,-1.1,0.0,4,0.0,0.0,1010.8,60,8,87,0,0,0,0,0
2022-12-11,10,160,3.0,3.0,5.0,0.9,-1.2,0.0,9,0.0,0.0,1010.6,60,8,86,0,0,0,0,0
