Date,Hour,DD,FH,FF,FX,T,TD,SQ,Q,DR,RH,P,VV,N,U,M,R,S,O,Y
2023-03-25,1,220,9.0,9.0,13.0,9.0,5.5,0.0,0,0.0,0.0,1002.6,75,8,78,0,0,0,0,0
2023-03-25,2,220,9.0,9.0,14.0,8.7,5.3,0.0,0,0.0,0.0,1002.5,75,7,78,0,0,0,0,0
2023-03-25,5,210,8.0,9.0,13.0,8.1,5.9,0.0,0,0.3,0.1,1002.3,70,8,85,0,1,0,0,0
2023-03-25,7,220,9.0,10.0,15.0,8.9,5.2,0.0,14,0.0,0.0,1002.8,75,8,78,0,0,0,0,0
2023-03-25,8,230,9.0,8.0,15.0,8.6,6.1,0.2,27,0.6,0.2,1003.3,62,8,84,0,1,0,0,0
2023-03-25,9,230,8.0,8.0,14.0,9.0,7.1,0.0,51,0.7,0.9,1003.6,61,8,87,0,1,0,0,0
2023-03-25,10,230,8.0,8.0,14.0,10.2,7.8,0.3,91,0.2,0.1,1003.9,68,7,84,0,1,0,0,0
2023-03-25,13,240,10.0,9.0,16.0,10.1,6.3,0.6,138,0.1,0.1,1004.4,65,7,77,0,1,0,0,0
2023-03-25,14,250,9.0,8.0,15.0,10.4,6.7,0.3,71,0.2,0.2,1004.5,75,6,77,0,1,0,0,0
2023-03-25,15,250,9.0,8.0,14.0,12.1,6.3,0.8,131,0.0,0.0,1004.7,69,1,67,0,0,0,0,0
2023-03-25,16,250,8.0,8.0,14.0,12.7,5.3,0.5,81,0.0,0.0,1004.9,79,8,60,0,0,0,0,0
2023-03-25,17,250,8.0,6.0,15.0,12.0,5.7,0.7,38,0.0,0.0,1005.5,74,8,65,0,0,0,0,0
2023-03-25,18,240,7.0,7.0,13.0,11.5,5.9,0.3,8,0.0,0.0,1006.2,73,8,68,0,0,0,0,0
2023-03-25,19,240,7.0,8.0,12.0,10.5,5.7,0.0,0,0.0,0.0,1006.5,67,6,71,0,0,0,1,0
2023-03-25,21,270,6.0,4.0,15.0,7.9,5.7,0.0,0,0.5,1.1,1007.4,70,8,85,0,1,0,0,0
2023-03-25,22,240,4.0,4.0,6.0,8.6,6.5,0.0,0,0.1,0.1,1007.6,64,7,86,0,1,0,0,0
2023-03-25,23,210,4.0,4.0,6.0,8.4,7.0,0.0,0,0.5,0.5,1007.8,58,8,91,0,1,0,0,0
2023-03-26,1,200,4.0,4.0,7.0,7.3,5.7,0.0,0,0.0,0.0,1007.2,60,7,89,0,0,0,0,0
2023-03-26,2,180,3.0,3.0,5.0,6.6,5.2,0.0,0,0.0,0.0,1006.3,60,8,91,0,0,0,0,0
2023-03-26,3,180,3.0,3.0,4.0,7.3,5.6,0.0,0,0.0,0.0,1005.4,61,8,89,0,0,0,0,0
2023-03-26,4,200,2.0,2.0,4.0,7.4,6.6,0.0,0,0.6,0.4,1004.5,56,8,94,0,1,0,0,0
2023-03-26,5,130,1.0,2.0,3.0,6.9,6.1,0.0,0,0.4,0.1,1003.4,63,8,94,0,1,0,0,0
2023-03-26,6,100,2.0,1.0,3.0,7.4,6.6,0.0,0,0.4,0.6,1002.5,60,8,94,0,1,0,0,0
2023-03-26,7,130,2.0,3.0,5.0,7.4,6.5,0.0,4,0.7,1.4,1002.3,56,8,94,0,1,0,0,0
2023-03-26,8,100,2.0,2.0,4.0,7.5,7.0,0.0,9,1.0,2.6,1001.8,59,8,96,0,1,0,0,0
2023-03-26,9,70,2.0,2.0,3.0,7.9,7.1,0.0,22,1.0,1.5,1001.6,60,8,94,0,1,0,0,0
2023-03-26,10,130,2.0,1.0,4.0,7.8,6.7,0.0,30,1.0,2.1,1001.6,62,8,92,0,1,0,0,0
2023-03-26,11,120,2.0,3.0,5.0,7.7,5.8,0.0,62,1.0,1.1,1001.9,70,8,87,0,1,0,0,0
2023-03-26,12,30,2.0,2.0,4.0,8.1,5.8,0.0,88,1.0,0.5,1002.2,70,8,85,0,1,0,0,0
2023-03-26,13,360,3.0,3.0,5.0,8.5,6.7,0.0,86,1.0,0.2,1002.5,68,8,88,0,1,0,0,0
2023-03-26,14,10,3.0,3.0,6.0,8.9,7.2,0.2,55,0.9,0.3,1002.9,70,8,88,0,1,0,0,0
2023-03-26,15,10,6.0,8.0,11.0,8.0,6.5,0.0,28,0.9,0.8,1003.9,63,8,90,0,1,0,0,0
2023-03-26,18,350,6.0,6.0,10.0,7.0,2.6,0.0,5,0.0,0.0,1007.8,74,8,73,0,0,0,0,0
2023-03-26,19,360,6.0,7.0,10.0,6.3,0.5,0.0,0,0.0,0.0,1009.2,78,8,66,0,0,0,0,0
2023-03-26,20,360,6.0,5.0,10.0,5.7,-0.6,0.0,0,0.0,0.0,1010.7,80,8,63,0,0,0,0,0
2023-03-26,21,360,5.0,6.0,9.0,5.0,-1.2,0.0,0,0.0,0.0,1011.7,80,7,64,0,0,0,0,0
2023-03-26,22,350,5.0,4.0,10.0,3.8,-1.0,0.0,0,0.0,0.0,1013.0,75,5,70,0,0,0,0,0
2023-03-26,23,330,3.0,2.0,6.0,2.9,-1.2,0.0,0,0.0,0.0,1014.1,75,0,74,0,0,0,0,0
2023-03-26,24,300,2.0,3.0,4.0,2.9,-0.6,0.0,0,0.0,0.0,1015.2,75,8,77,0,0,0,0,0
2023-03-27,1,300,2.0,3.0,4.0,2.8,-0.2,0.0,0,0.0,0.0,1015.9,75,5,80,0,0,0,0,0
2023-03-27,2,280,2.0,2.0,4.0,3.0,0.5,0.0,0,0.0,0.0,1016.5,70,8,83,0,0,0,0,0
2023-03-27,3,280,1.0,2.0,3.0,2.4,0.0,0.0,0,0.0,0.0,1017.1,70,2,83,0,0,0,0,0
2023-03-27,4,290,2.0,2.0,4.0,1.9,-0.4,0.0,0,0.0,0.0,1018.1,70,6,84,0,0,0,0,0
2023-03-27,5,300,1.0,1.0,3.0,1.7,-0.2,0.0,0,0.0,0.0,1018.9,70,7,86,0,0,0,0,0
2023-03-27,6,270,2.0,2.0,2.0,1.6,0.0,0.2,4,0.0,0.0,1019.7,70,8,89,0,0,0,0,0
2023-03-27,7,290,2.0,2.0,8.0,2.4,1.2,0.3,24,0.2,0.2,1020.5,65,6,92,0,1,0,0,0
2023-03-27,8,280,2.0,3.0,5.0,5.0,1.1,1.0,102,0.0,0.0,1021.1,75,1,76,0,0,0,0,0
2023-03-27,10,330,6.0,4.0,14.0,3.3,0.4,0.5,110,0.3,2.0,1022.4,70,8,81,0,1,1,0,0
2023-03-27,13,340,6.0,3.0,15.0,5.7,1.2,0.8,157,0.2,0.6,1023.4,75,7,72,0,1,0,0,0
2023-03-27,16,310,6.0,6.0,10.0,6.8,-1.4,0.9,130,0.0,0.0,1024.4,81,2,55,0,0,0,0,0
2023-03-27,17,310,5.0,5.0,10.0,6.3,-2.6,0.8,59,0.0,0.0,1024.8,81,1,53,0,0,0,0,0
2023-03-27,18,320,4.0,3.0,9.0,4.7,-1.7,0.2,8,0.0,0.0,1025.4,82,1,63,0,0,0,0,0
2023-03-27,19,300,2.0,2.0,4.0,3.5,-1.8,0.0,0,0.0,0.0,1026.1,80,0,68,0,0,0,0,0
2023-03-27,20,310,2.0,2.0,4.0,3.0,-1.9,0.0,0,0.0,0.0,1026.2,75,0,70,0,0,0,0,0
2023-03-27,21,260,2.0,1.0,3.0,2.1,-1.7,0.0,0,0.0,0.0,1026.5,75,0,75,0,0,0,0,0
2023-03-27,22,250,2.0,2.0,3.0,-0.3,-2.9,0.0,0,0.0,0.0,1026.7,70,0,82,0,0,0,0,0
2023-03-27,23,240,2.0,2.0,3.0,-0.9,-3.1,0.0,0,0.0,0.0,1027.0,70,0,85,0,0,0,0,0
2023-03-27,24,230,2.0,2.0,3.0,-2.1,-3.7,0.0,0,0.0,0.0,1027.2,70,0,89,0,0,0,0,0
2023-03-28,1,220,2.0,2.0,3.0,-1.8,-3.6,0.0,0,0.0,0.0,1027.2,70,0,87,0,0,0,0,0
2023-03-28,2,210,2.0,3.0,3.0,-1.3,-3.0,0.0,0,0.0,0.0,1026.9,70,0,88,0,0,0,0,0
2023-03-28,3,210,3.0,3.0,3.0,-2.3,-3.9,0.0,0,0.0,0.0,1026.8,70,1,88,0,0,0,0,0
2023-03-28,4,210,2.0,2.0,3.0,-1.6,-2.8,0.0,0,0.0,0.0,1026.8,65,6,91,0,0,0,0,0
2023-03-28,5,200,2.0,1.0,2.0,-2.5,-3.4,0.0,0,0.0,0.0,1026.7,60,8,93,0,0,0,0,0
2023-03-28,6,190,1.0,1.0,2.0,-2.0,-2.8,0.3,7,0.0,0.0,1026.9,60,7,94,0,0,0,0,0
2023-03-28,7,190,1.0,1.0,2.0,0.7,-0.9,0.7,43,0.0,0.0,1027.1,63,8,88,0,0,0,0,0
2023-03-28,8,190,2.0,2.0,3.0,3.6,-0.1,1.0,93,0.0,0.0,1027.2,72,8,76,0,0,0,0,0
2023-03-28,9,170,3.0,3.0,5.0,5.4,0.5,0.5,105,0.0,0.0,1027.2,75,8,70,0,0,0,0,0
2023-03-28,10,190,5.0,5.0,8.0,6.1,-0.8,0.6,131,0.0,0.0,1026.7,80,8,61,0,0,0,0,0
2023-03-28,11,180,5.0,6.0,9.0,7.1,-2.0,0.7,178,0.0,0.0,1025.9,81,8,52,0,0,0,0,0
2023-03-28,12,190,5.0,5.0,8.0,8.6,-2.9,0.9,246,0.0,0.0,1024.7,80,8,44,0,0,0,0,0
2023-03-28,13,190,5.0,5.0,9.0,9.1,-2.5,0.7,183,0.0,0.0,1023.9,81,8,44,0,0,0,0,0
2023-03-28,14,170,5.0,4.0,9.0,9.6,-2.3,0.3,136,0.0,0.0,1023.2,81,8,43,0,0,0,0,0
2023-03-28,15,190,4.0,4.0,7.0,9.5,-1.6,0.0,78,0.0,0.0,1022.1,82,8,46,0,0,0,0,0
2023-03-28,16,180,4.0,5.0,7.0,9.0,-0.1,0.0,40,0.0,0.0,1021.2,82,8,53,0,0,0,0,0
2023-03-28,18,190,5.0,6.0,10.0,7.0,1.9,0.0,1,0.8,0.2,1020.5,67,8,70,0,1,0,0,0
2023-03-28,19,200,5.0,6.0,9.0,5.9,2.7,0.0,0,1.0,0.4,1020.5,63,8,80,0,1,0,0,0
2023-03-28,20,160,5.0,4.0,9.0,5.1,2.5,0.0,0,0.3,0.2,1019.5,70,8,83,0,1,0,0,0
2023-03-28,21,160,4.0,4.0,7.0,5.0,2.3,0.0,0,0.0,0.0,1018.8,70,8,82,0,0,0,0,0
2023-03-28,22,150,4.0,4.0,6.0,5.5,2.3,0.0,0,0.0,0.0,1018.3,75,8,79,0,0,0,0,0
2023-03-28,23,150,3.0,4.0,5.0,5.4,2.5,0.0,0,0.0,0.0,1017.6,70,8,81,0,0,0,0,0
2023-03-28,24,170,3.0,3.0,5.0,5.5,2.6,0.0,0,0.0,0.0,1017.1,70,8,81,0,0,0,0,0
2023-03-29,1,200,3.0,4.0,7.0,6.1,2.7,0.0,0,0.7,0.1,1016.5,65,8,79,0,1,0,0,0
2023-03-29,4,180,2.0,2.0,4.0,6.8,2.7,0.0,0,0.0,0.0,1015.1,75,8,75,0,0,0,0,0
2023-03-29,5,170,2.0,3.0,4.0,7.3,3.2,0.0,0,0.0,0.0,1014.7,75,8,75,0,0,0,0,0
2023-03-29,6,180,3.0,3.0,5.0,7.9,3.6,0.0,2,0.0,0.0,1014.9,75,8,74,0,0,0,0,0
2023-03-29,7,190,3.0,3.0,4.0,9.0,4.7,0.0,14,0.0,0.0,1014.8,75,8,74,0,0,0,0,0
2023-03-29,10,210,4.0,5.0,7.0,9.7,8.3,0.0,57,0.3,0.1,1015.1,38,8,91,0,1,0,0,0
2023-03-29,12,210,5.0,6.0,9.0,14.1,9.1,0.5,185,0.0,0.0,1014.0,75,8,71,0,0,0,0,0
2023-03-29,13,210,6.0,5.0,9.0,15.0,8.9,0.3,138,0.0,0.0,1013.3,80,8,66,0,0,0,0,0
2023-03-29,14,210,5.0,4.0,8.0,15.4,9.2,0.0,117,0.0,0.0,1012.7,80,8,66,0,0,0,0,0
2023-03-29,15,190,4.0,5.0,7.0,15.7,9.3,0.0,72,0.0,0.0,1011.8,80,8,65,0,0,0,0,0
2023-03-29,16,190,4.0,3.0,7.0,15.6,10.1,0.0,43,0.0,0.0,1011.0,80,8,69,0,0,0,0,0
2023-03-29,17,180,3.0,3.0,6.0,15.1,11.0,0.0,26,0.0,0.0,1010.3,75,8,76,0,0,0,0,0
2023-03-29,18,160,3.0,3.0,4.0,14.2,11.0,0.0,6,0.0,0.0,1009.7,75,8,80,0,0,0,0,0
2023-03-29,19,180,3.0,3.0,6.0,14.2,10.6,0.0,0,0.0,0.0,1009.4,75,8,78,0,0,0,0,0
2023-03-29,20,170,3.0,4.0,5.0,13.7,10.3,0.0,0,0.0,0.0,1008.6,75,8,79,0,0,0,0,0
2023-03-29,21,170,4.0,4.0,6.0,13.7,9.4,0.0,0,0.0,0.0,1007.6,75,8,75,0,0,0,0,0
2023-03-29,22,180,4.0,4.0,6.0,13.5,8.4,0.0,0,0.0,0.0,1007.1,75,7,71,0,0,0,0,0
2023-03-29,23,190,4.0,4.0,7.0,13.6,7.8,0.0,0,0.0,0.0,1006.7,80,8,68,0,0,0,0,0
2023-03-30,1,190,4.0,4.0,7.0,13.9,7.4,0.0,0,0.0,0.0,1005.6,80,8,65,0,0,0,0,0
2023-03-30,2,210,5.0,4.0,8.0,11.9,7.1,0.0,0,0.0,0.0,1005.6,75,6,72,0,0,0,0,0
2023-03-30,3,220,5.0,5.0,8.0,14.3,7.7,0.0,0,0.0,0.0,1005.4,83,8,64,0,0,0,0,0
2023-03-30,4,230,5.0,5.0,9.0,14.4,7.2,0.0,0,0.0,0.0,1005.1,83,8,61,0,0,0,0,0
2023-03-30,5,220,4.0,6.0,8.0,13.4,7.6,0.0,0,0.0,0.0,1004.7,80,8,68,0,0,0,0,0
2023-03-30,6,260,6.0,4.0,10.0,11.3,9.6,0.0,0,0.5,0.4,1005.7,57,8,89,0,1,0,0,0
2023-03-30,7,230,7.0,6.0,12.0,11.6,9.9,0.2,22,0.5,0.5,1005.9,70,6,89,0,1,0,0,0
2023-03-30,8,230,8.0,8.0,14.0,13.7,10.0,1.0,116,0.0,0.0,1006.4,75,8,78,0,0,0,0,0
2023-03-30,9,240,9.0,9.0,15.0,14.5,8.9,0.6,102,0.0,0.0,1006.7,70,7,69,0,0,0,0,0
2023-03-30,10,240,9.0,10.0,16.0,14.2,7.6,0.6,126,0.0,0.0,1007.3,70,8,64,0,0,0,0,0
2023-03-30,11,240,9.0,10.0,15.0,14.9,7.2,0.6,148,0.0,0.0,1007.3,70,7,59,0,0,0,0,0
2023-03-30,12,240,10.0,11.0,17.0,14.8,7.4,0.7,182,0.0,0.0,1007.5,74,8,60,0,0,0,0,0
2023-03-30,13,250,9.0,10.0,15.0,15.6,6.8,0.6,145,0.0,0.0,1007.4,73,8,55,0,0,0,0,0
2023-03-30,14,250,9.0,8.0,16.0,13.1,8.3,0.5,135,0.1,0.3,1007.7,59,7,72,0,1,0,0,0
2023-03-30,15,240,6.0,5.0,12.0,13.9,10.0,0.5,91,0.2,0.4,1007.4,75,7,77,0,1,0,0,0
2023-03-30,17,210,7.0,5.0,11.0,13.4,9.5,0.2,38,0.0,0.0,1007.2,75,8,77,0,0,0,0,0
2023-03-30,18,210,6.0,5.0,9.0,12.6,9.9,0.3,10,0.0,0.0,1007.2,70,7,83,0,0,0,0,0
2023-03-30,19,200,5.0,6.0,8.0,12.7,9.3,0.0,0,0.0,0.0,1007.3,75,8,79,0,0,0,0,0
2023-03-30,20,200,5.0,4.0,8.0,11.7,8.8,0.0,0,0.0,0.0,1007.0,70,6,82,0,0,0,0,0
2023-03-30,21,200,5.0,5.0,7.0,11.1,8.4,0.0,0,0.0,0.0,1006.5,70,4,83,0,0,0,0,0
2023-03-30,22,190,4.0,4.0,7.0,10.5,8.1,0.0,0,0.0,0.0,1006.2,70,8,85,0,0,0,0,0
2023-03-30,23,170,3.0,3.0,6.0,10.4,8.4,0.0,0,0.0,0.0,1005.2,70,8,87,0,0,0,0,0
2023-03-30,24,180,4.0,4.0,7.0,10.6,8.9,0.0,0,0.4,0.6,1004.2,65,8,89,0,1,0,0,0
2023-03-31,1,180,4.0,4.0,6.0,10.4,9.0,0.0,0,0.1,0.1,1002.9,70,8,90,0,1,0,0,0
2023-03-31,2,200,5.0,7.0,12.0,10.6,9.1,0.0,0,0.8,0.7,1001.7,61,8,90,0,1,0,0,0
2023-03-31,3,180,4.0,4.0,10.0,10.5,9.3,0.0,0,0.8,0.5,999.6,65,8,92,0,1,0,0,0
2023-03-31,4,180,4.0,4.0,7.0,10.1,9.1,0.0,0,0.9,1.1,998.5,60,8,93,0,1,0,0,0
2023-03-31,5,180,3.0,4.0,7.0,10.1,8.8,0.0,0,0.9,0.5,997.1,65,8,91,0,1,0,0,0
2023-03-31,6,180,4.0,4.0,8.0,9.8,8.6,0.0,1,1.0,1.7,996.1,58,8,92,0,1,0,0,0
2023-03-31,7,200,4.0,4.0,8.0,10.3,9.3,0.0,4,1.0,1.8,995.5,58,8,93,0,1,0,0,0
2023-03-31,8,190,6.0,5.0,12.0,11.0,9.8,0.0,19,1.0,6.9,995.1,63,8,92,0,1,0,0,0
2023-03-31,9,210,6.0,7.0,10.0,12.0,9.6,0.0,56,0.8,0.1,994.7,61,8,85,0,1,0,0,0
2023-03-31,12,210,9.0,10.0,16.0,13.5,8.1,0.0,78,0.4,0.1,993.3,72,8,69,0,1,0,0,0
2023-03-31,14,200,10.0,9.0,17.0,11.5,8.9,0.1,88,0.5,0.1,992.5,60,8,84,0,1,0,0,0
2023-03-31,15,210,9.0,10.0,16.0,11.5,7.7,0.0,55,0.7,0.1,992.1,69,8,77,0,1,0,0,0
2023-03-31,16,220,9.0,7.0,15.0,10.6,8.4,0.0,31,1.0,0.4,991.9,60,8,86,0,1,0,0,0
2023-03-31,17,210,8.0,9.0,14.0,10.6,8.0,0.0,17,0.5,0.1,991.8,60,8,83,0,1,0,0,0
2023-03-31,18,210,8.0,8.0,13.0,10.1,8.6,0.0,6,0.8,0.3,991.7,57,8,90,0,1,0,0,0
2023-03-31,19,210,8.0,8.0,14.0,9.8,8.7,0.0,0,1.0,0.3,991.7,47,8,93,0,1,0,0,0
2023-03-31,20,200,8.0,8.0,13.0,9.9,8.7,0.0,0,1.0,0.3,991.8,62,8,92,0,1,0,0,0
2023-03-31,21,210,8.0,8.0,13.0,9.7,8.6,0.0,0,1.0,0.4,991.7,50,8,92,0,1,0,0,0
2023-03-31,22,210,8.0,7.0,12.0,9.7,8.6,0.0,0,1.0,0.9,991.7,50,8,92,0,1,0,0,0
2023-03-31,23,210,8.0,8.0,12.0,9.7,8.7,0.0,0,1.0,3.0,991.8,56,8,93,0,1,0,0,0
2023-03-31,24,220,9.0,9.0,14.0,9.5,8.6,0.0,0,1.0,1.2,991.8,32,8,93,0,1,0,0,0
2023-04-01,1,230,8.0,8.0,12.0,9.5,8.6,0.0,0,1.0,1.5,992.2,60,8,94,0,1,0,0,0
2023-04-01,2,240,7.0,6.0,10.0,9.4,8.8,0.0,0,1.0,1.3,992.6,28,8,95,0,1,0,0,0
2023-04-01,3,240,6.0,6.0,9.0,9.2,8.4,0.0,0,0.9,0.7,992.9,36,8,94,0,1,0,0,0
2023-04-01,4,240,6.0,6.0,9.0,9.2,8.5,0.0,0,0.9,0.4,993.3,42,8,95,0,1,0,0,0
2023-04-01,5,250,6.0,6.0,10.0,9.0,8.3,0.0,0,1.0,1.2,993.9,44,8,95,0,1,0,0,0
2023-04-01,6,250,6.0,6.0,11.0,8.8,8.2,0.0,1,1.0,1.1,994.7,40,8,95,0,1,0,0,0
2023-04-01,7,260,5.0,5.0,9.0,9.3,8.7,0.0,9,0.8,0.2,995.6,65,8,95,0,1,0,0,0
2023-04-01,10,260,6.0,6.0,9.0,10.1,9.2,0.0,67,0.0,0.0,997.9,57,8,94,0,0,0,0,0
2023-04-01,13,260,5.0,5.0,9.0,10.2,9.3,0.0,52,1.0,0.6,999.7,57,8,94,0,1,0,0,0
2023-04-01,14,270,6.0,5.0,9.0,10.1,9.2,0.0,44,1.0,0.5,1000.3,34,8,94,0,1,0,0,0
2023-04-01,15,270,5.0,5.0,9.0,9.8,9.1,0.0,23,0.9,0.5,1000.9,37,8,95,0,1,0,0,0
2023-04-01,16,270,4.0,5.0,8.0,9.9,9.1,0.0,25,1.0,1.0,1001.5,59,8,94,0,1,0,0,0
2023-04-01,17,260,4.0,5.0,7.0,9.8,9.0,0.0,11,1.0,2.0,1002.0,58,8,95,0,1,0,0,0
2023-04-01,18,330,4.0,3.0,8.0,10.1,9.6,0.0,3,1.0,2.4,1003.2,57,8,96,0,1,0,0,0
2023-04-01,19,360,4.0,5.0,8.0,10.0,9.1,0.0,0,0.9,0.1,1004.5,65,8,94,0,1,0,0,0
2023-04-01,20,10,6.0,7.0,10.0,9.3,8.3,0.0,0,0.3,0.1,1005.7,65,8,93,0,1,0,0,0
2023-04-01,22,10,6.0,6.0,9.0,7.9,7.0,0.0,0,0.3,0.1,1008.3,61,8,93,0,1,0,0,0
2023-04-01,23,10,6.0,8.0,11.0,7.4,6.4,0.0,0,0.6,0.3,1009.3,64,8,93,0,1,0,0,0
2023-04-02,1,20,6.0,6.0,10.0,6.6,5.4,0.0,0,0.8,0.3,1011.3,65,8,92,0,1,0,0,0
2023-04-02,4,20,7.0,7.0,10.0,5.4,3.9,0.0,0,0.0,0.0,1014.8,70,8,89,0,0,0,0,0
2023-04-02,5,20,7.0,8.0,10.0,5.0,3.3,0.0,0,0.0,0.0,1016.0,70,8,88,0,0,0,0,0
2023-04-02,6,30,6.0,6.0,10.0,4.7,2.7,0.0,2,0.0,0.0,1017.2,70,8,86,0,0,0,0,0
2023-04-02,7,20,7.0,7.0,10.0,4.4,2.1,0.0,9,0.0,0.0,1018.5,70,8,84,0,0,0,0,0
2023-04-02,8,30,7.0,8.0,11.0,3.9,1.1,0.0,25,0.0,0.0,1019.6,70,8,81,0,0,0,0,0
2023-04-02,9,30,7.0,8.0,10.0,4.4,1.2,0.0,58,0.0,0.0,1020.8,75,8,79,0,0,0,0,0
2023-04-02,10,40,7.0,7.0,10.0,4.6,1.1,0.0,68,0.0,0.0,1021.9,75,8,78,0,0,0,0,0
2023-04-02,11,30,6.0,6.0,10.0,4.9,1.6,0.0,74,0.0,0.0,1022.8,75,8,79,0,0,0,0,0
2023-04-02,12,40,7.0,6.0,10.0,5.8,1.7,0.0,84,0.0,0.0,1023.5,75,8,75,0,0,0,0,0
2023-04-02,13,40,7.0,7.0,10.0,5.4,1.1,0.0,80,0.0,0.0,1024.3,75,8,74,0,0,0,0,0
2023-04-02,14,50,6.0,5.0,9.0,7.0,1.1,0.7,165,0.0,0.0,1024.6,80,6,66,0,0,0,0,0
2023-04-02,15,60,5.0,4.0,9.0,8.3,0.7,0.8,165,0.0,0.0,1025.0,80,3,58,0,0,0,0,0
2023-04-02,16,50,5.0,6.0,9.0,8.4,0.0,1.0,146,0.0,0.0,1025.4,81,2,55,0,0,0,0,0
2023-04-02,17,40,5.0,5.0,9.0,8.1,0.6,1.0,86,0.0,0.0,1025.9,83,1,58,0,0,0,0,0
2023-04-02,18,50,5.0,5.0,8.0,7.6,-0.2,0.7,26,0.0,0.0,1026.8,83,1,57,0,0,0,0,0
2023-04-02,19,60,4.0,3.0,7.0,6.7,-0.2,0.0,0,0.0,0.0,1027.9,83,0,61,0,0,0,0,0
2023-04-02,20,70,2.0,2.0,5.0,5.1,-0.6,0.0,0,0.0,0.0,1028.4,80,0,66,0,0,0,0,0
2023-04-02,21,40,1.0,1.0,3.0,2.0,-1.1,0.0,0,0.0,0.0,1028.9,75,0,80,0,0,0,0,0
2023-04-02,22,30,1.0,1.0,1.0,0.8,-0.7,0.0,0,0.0,0.0,1029.4,70,0,89,0,0,0,0,0
2023-04-02,23,10,1.0,1.0,2.0,-0.1,-1.5,0.0,0,0.0,0.0,1029.6,65,0,90,0,0,0,0,0
2023-04-02,24,350,0.0,1.0,1.0,0.0,-1.0,0.0,0,0.0,0.0,1029.8,65,0,93,0,0,0,0,0
2023-04-03,1,350,1.0,1.0,2.0,-1.0,-2.4,0.0,0,0.0,0.0,1030.0,61,0,90,0,0,0,0,0
2023-04-03,2,30,2.0,3.0,3.0,-1.8,-2.7,0.0,0,0.0,0.0,1030.0,65,0,93,0,0,0,0,0
2023-04-03,3,30,2.0,2.0,3.0,-0.9,-2.2,0.0,0,0.0,0.0,1030.4,70,0,90,0,0,0,0,0
2023-04-03,4,50,2.0,2.0,3.0,-0.1,-2.0,0.0,0,0.0,0.0,1030.5,70,0,87,0,0,0,0,0
2023-04-03,5,40,3.0,3.0,4.0,-1.3,-3.1,0.0,0,0.0,0.0,1030.8,70,0,87,0,0,0,0,0
2023-04-03,6,50,3.0,4.0,5.0,1.5,-1.2,0.5,13,0.0,0.0,1031.1,70,0,82,0,0,0,0,0
2023-04-03,7,60,4.0,5.0,7.0,2.9,-1.1,1.0,65,0.0,0.0,1031.5,75,0,75,0,0,0,0,0
2023-04-03,8,60,5.0,5.0,8.0,4.3,-1.3,1.0,124,0.0,0.0,1031.8,79,0,67,0,0,0,0,0
2023-04-03,9,50,6.0,6.0,9.0,6.1,-2.0,1.0,183,0.0,0.0,1032.0,80,0,56,0,0,0,0,0
2023-04-03,10,70,6.0,6.0,11.0,7.1,-6.6,1.0,229,0.0,0.0,1031.8,81,0,37,0,0,0,0,0
2023-04-03,11,60,6.0,8.0,10.0,7.8,-7.5,1.0,260,0.0,0.0,1031.3,81,0,32,0,0,0,0,0
2023-04-03,12,70,7.0,7.0,12.0,8.3,-7.9,1.0,273,0.0,0.0,1030.8,81,0,30,0,0,0,0,0
2023-04-03,13,60,7.0,7.0,11.0,9.4,-6.0,1.0,267,0.0,0.0,1030.1,81,0,33,0,0,0,0,0
2023-04-03,14,70,6.0,6.0,10.0,9.4,-5.4,1.0,241,0.0,0.0,1029.8,82,0,34,0,0,0,0,0
2023-04-03,15,80,6.0,7.0,12.0,9.0,-5.2,1.0,201,0.0,0.0,1029.5,81,2,36,0,0,0,0,0
2023-04-03,16,70,6.0,6.0,10.0,9.0,-4.3,1.0,147,0.0,0.0,1029.3,81,0,38,0,0,0,0,0
2023-04-03,17,60,6.0,7.0,11.0,8.3,-3.9,1.0,87,0.0,0.0,1029.5,83,0,41,0,0,0,0,0
2023-04-03,18,60,6.0,6.0,11.0,7.3,-4.3,0.7,28,0.0,0.0,1029.7,83,0,43,0,0,0,0,0
2023-04-03,19,60,5.0,5.0,9.0,6.2,-3.6,0.0,1,0.0,0.0,1029.8,83,1,49,0,0,0,0,0
2023-04-03,20,60,4.0,4.0,7.0,5.3,-3.3,0.0,0,0.0,0.0,1029.9,83,0,53,0,0,0,0,0
2023-04-03,21,60,4.0,4.0,6.0,4.5,-3.2,0.0,0,0.0,0.0,1030.0,83,1,57,0,0,0,0,0
2023-04-03,22,70,3.0,3.0,6.0,4.1,-3.7,0.0,0,0.0,0.0,1030.0,83,6,56,0,0,0,0,0
2023-04-03,23,60,3.0,2.0,5.0,2.1,-3.8,0.0,0,0.0,0.0,1029.9,83,8,64,0,0,0,0,0
2023-04-03,24,60,2.0,2.0,4.0,0.7,-4.1,0.0,0,0.0,0.0,1029.6,75,7,70,0,0,0,0,0
2023-04-04,1,50,2.0,2.0,3.0,-1.2,-4.5,0.0,0,0.0,0.0,1029.8,75,7,78,0,0,0,0,0
2023-04-04,2,60,2.0,2.0,4.0,-0.5,-4.2,0.0,0,0.0,0.0,1029.4,75,7,75,0,0,0,0,0
2023-04-04,3,40,2.0,3.0,3.0,-2.5,-5.2,0.0,0,0.0,0.0,1029.5,70,0,81,0,0,0,0,0
