NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Month,route
2974606,2022-04-05,2022-04-05,07:30:29,09:26:00,812842.0,7037000.0,"115,517",110.9,114.5,A,2,A2,descending,'s-Hertogenbosch,Utrecht,,1,E-D
2974743,2022-04-05,2022-04-05,07:53:30,07:56:02,7260.0,2866000.0,"2,533",110.3,113.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported) with work found in spin,1,E-D
2975503,2022-04-05,2022-04-05,09:50:30,10:05:02,50293.0,3461000.0,"14,533",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976107,2022-04-05,2022-04-05,17:07:32,17:09:00,3080.0,2100000.0,"1,467",121.6,123.7,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976108,2022-04-05,2022-04-05,17:07:32,17:09:00,3080.0,2100000.0,"1,467",113.9,116.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976206,2022-04-05,2022-04-05,17:20:32,17:29:01,24372.0,2873000.0,"8,483",126.3,129.5,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2974225,2022-04-04,2022-04-04,17:39:32,17:48:01,34855.0,4109000.0,"8,483",137.9,141.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2974677,2022-04-05,2022-04-05,07:43:29,07:45:02,3100.0,2000000.0,"1,550",112.7,114.7,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976154,2022-04-05,2022-04-05,17:13:32,18:02:00,322665.0,6657000.0,"48,467",114.6,117.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976421,2022-04-05,2022-04-05,17:42:33,17:44:00,3335.0,2300000.0,"1,450",133.1,135.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2974305,2022-04-04,2022-04-04,17:51:32,17:53:00,5427.0,3700000.0,"1,467",139.4,143.1,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976075,2022-04-05,2022-04-05,17:03:33,17:07:00,12860.0,3728000.0,"3,450",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976457,2022-04-05,2022-04-05,17:46:32,17:49:00,5180.0,2100000.0,"2,467",138.4,140.5,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976640,2022-04-05,2022-04-05,18:28:32,18:31:00,5520.0,2238000.0,"2,467",110.7,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2975089,2022-04-05,2022-04-05,08:33:31,08:48:02,49730.0,3426000.0,"14,517",115.6,118.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2975151,2022-04-05,2022-04-05,08:40:32,08:42:00,3373.0,2300000.0,"1,467",113.1,115.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976041,2022-04-05,2022-04-05,16:59:33,17:01:00,3190.0,2200000.0,"1,450",121.6,123.8,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2973583,2022-04-04,2022-04-04,15:30:31,15:32:00,2967.0,2000000.0,"1,483",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2974138,2022-04-04,2022-04-04,17:27:32,17:32:00,2233.0,500000.0,"4,467",115.4,115.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2975445,2022-04-05,2022-04-05,09:27:31,09:44:00,88762.0,5385000.0,"16,483",110.9,116.5,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported) with work found in spin,1,E-D
2977554,2022-04-06,2022-04-06,17:05:28,17:27:00,69815.0,3242000.0,"21,533",110.8,113.7,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2973588,2022-04-04,2022-04-04,15:33:32,15:36:00,5028.0,2039000.0,"2,467",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2973594,2022-04-04,2022-04-04,15:37:31,15:40:02,5387.0,2140000.0,"2,517",111.2,113.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976138,2022-04-05,2022-04-05,17:11:33,17:19:00,20500.0,2752000.0,"7,450",123.0,126.0,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2977809,2022-04-06,2022-04-06,17:45:28,17:52:00,20035.0,3067000.0,"6,533",110.8,114.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2975220,2022-04-05,2022-04-05,08:48:32,08:50:02,4050.0,2700000.0,"1,500",115.6,118.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2975266,2022-04-05,2022-04-05,08:53:32,09:15:02,54160.0,2519000.0,"21,500",121.6,123.7,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2975227,2022-04-05,2022-04-05,08:50:31,08:52:00,3115.0,2100000.0,"1,483",116.0,118.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976191,2022-04-05,2022-04-05,17:18:33,17:20:02,3115.0,2100000.0,"1,483",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976549,2022-04-05,2022-04-05,18:00:32,18:07:00,16515.0,2554000.0,"6,467",139.9,142.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2975280,2022-04-05,2022-04-05,08:54:31,08:56:01,4200.0,2800000.0,"1,500",116.8,119.6,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976430,2022-04-05,2022-04-05,17:43:32,17:52:00,26668.0,3150000.0,"8,467",140.7,142.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976556,2022-04-05,2022-04-05,18:02:32,18:04:00,2933.0,2000000.0,"1,467",125.1,127.1,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2972355,2022-04-02,2022-04-02,10:24:29,10:39:54,32475.0,2106000.0,"15,417",111.2,113.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,,1,E-D
2974597,2022-04-05,2022-04-05,07:28:29,07:30:02,4030.0,2600000.0,"1,550",110.9,113.5,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported) with work found in spin,1,E-D
2976557,2022-04-05,2022-04-05,18:02:32,18:06:00,11393.0,3287000.0,"3,467",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2972363,2022-04-02,2022-04-02,10:44:30,11:57:07,230865.0,3179000.0,"72,617",112.3,114.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,,1,E-D
2974172,2022-04-04,2022-04-04,17:32:32,17:34:00,4840.0,3300000.0,"1,467",135.8,139.1,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2977475,2022-04-06,2022-04-06,16:48:28,18:20:02,519237.0,5671000.0,"91,567",110.9,116.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976218,2022-04-05,2022-04-05,17:21:32,17:24:00,5600.0,2270000.0,"2,467",110.9,113.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976249,2022-04-05,2022-04-05,17:24:32,17:26:00,3227.0,2200000.0,"1,467",140.3,142.5,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976250,2022-04-05,2022-04-05,17:24:32,17:27:00,5353.0,2170000.0,"2,467",121.7,123.8,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976277,2022-04-05,2022-04-05,17:27:32,17:32:00,10987.0,2460000.0,"4,467",141.9,154.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976352,2022-04-05,2022-04-05,17:34:33,17:42:01,29775.0,3988000.0,"7,467",134.0,136.2,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2978126,2022-04-07,2022-04-07,07:31:26,07:33:00,3290.0,2100000.0,"1,567",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2978156,2022-04-07,2022-04-07,07:36:26,10:25:03,1004135.0,5955000.0,"168,617",110.9,113.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976225,2022-04-05,2022-04-05,17:22:33,17:27:00,11392.0,2560000.0,"4,450",110.5,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976285,2022-04-05,2022-04-05,17:28:32,17:34:00,12420.0,2272000.0,"5,467",110.8,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976322,2022-04-05,2022-04-05,17:31:32,17:33:00,3227.0,2200000.0,"1,467",121.6,123.8,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976394,2022-04-05,2022-04-05,17:39:33,17:42:00,6120.0,2498000.0,"2,450",121.6,124.0,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2974189,2022-04-04,2022-04-04,17:34:32,17:36:00,5867.0,4000000.0,"1,467",136.0,140.0,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2977931,2022-04-06,2022-04-06,18:13:27,18:20:01,16850.0,2566000.0,"6,567",110.7,113.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976328,2022-04-05,2022-04-05,17:32:32,17:34:01,4598.0,3100000.0,"1,483",142.5,156.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976476,2022-04-05,2022-04-05,17:48:32,18:01:00,36062.0,2893000.0,"12,467",121.6,124.3,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976482,2022-04-05,2022-04-05,17:49:32,17:58:00,29365.0,3468000.0,"8,467",139.4,141.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976445,2022-04-05,2022-04-05,17:45:32,17:48:00,5687.0,2305000.0,"2,467",121.7,123.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2976531,2022-04-05,2022-04-05,17:56:32,17:58:01,3708.0,2500000.0,"1,483",116.6,119.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2977002,2022-04-06,2022-04-06,08:41:33,08:43:00,3045.0,2100000.0,"1,450",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976582,2022-04-05,2022-04-05,18:07:32,18:10:02,5500.0,2200000.0,"2,500",110.9,113.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2976934,2022-04-06,2022-04-06,08:25:32,08:28:00,8330.0,3377000.0,"2,467",110.9,114.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2977862,2022-04-06,2022-04-06,17:55:28,17:57:01,4185.0,2700000.0,"1,550",110.8,113.5,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2981103,2022-04-08,2022-04-08,16:38:29,16:47:00,23217.0,2726000.0,"8,517",110.8,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2981158,2022-04-08,2022-04-08,16:49:28,17:04:00,40972.0,2819000.0,"14,533",110.8,114.8,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2982302,2022-04-11,2022-04-11,08:25:28,08:27:01,3875.0,2500000.0,"1,550",110.9,113.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2983593,2022-04-12,2022-04-12,07:43:26,09:35:02,652782.0,5849000.0,"111,600",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2978848,2022-04-07,2022-04-07,08:57:28,09:02:03,12037.0,2626000.0,"4,583",121.6,124.1,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2982296,2022-04-11,2022-04-11,08:24:27,08:26:00,3255.0,2100000.0,"1,550",114.0,116.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2982311,2022-04-11,2022-04-11,08:27:27,08:30:02,13483.0,5219000.0,"2,583",110.9,116.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2983800,2022-04-12,2022-04-12,08:14:28,08:16:00,3373.0,2200000.0,"1,533",111.0,113.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2981145,2022-04-08,2022-04-08,16:47:28,16:49:00,5673.0,3700000.0,"1,533",110.8,114.5,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2982322,2022-04-11,2022-04-11,08:30:28,08:47:00,72050.0,4358000.0,"16,533",110.9,115.8,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2983055,2022-04-11,2022-04-11,17:23:29,17:37:00,35483.0,2625000.0,"13,517",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2982380,2022-04-11,2022-04-11,08:47:28,08:55:02,16985.0,2245000.0,"7,567",114.5,116.6,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2979059,2022-04-07,2022-04-07,09:29:27,09:43:00,32023.0,2363000.0,"13,550",113.0,116.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2979826,2022-04-07,2022-04-07,17:11:29,17:32:00,61332.0,2989000.0,"20,517",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2984703,2022-04-12,2022-04-12,16:23:28,16:32:00,32970.0,3864000.0,"8,533",132.5,134.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2984981,2022-04-12,2022-04-12,17:05:29,17:25:01,64083.0,3281000.0,"19,533",110.8,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2981277,2022-04-08,2022-04-08,17:15:29,17:18:00,5500.0,2185000.0,"2,517",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985280,2022-04-12,2022-04-12,17:38:29,18:07:01,125263.0,4390000.0,"28,533",140.0,142.6,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2985316,2022-04-12,2022-04-12,17:41:29,17:57:01,58600.0,3773000.0,"15,533",110.0,113.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2980031,2022-04-07,2022-04-07,17:35:29,17:41:00,14065.0,2550000.0,"5,517",113.9,116.5,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985174,2022-04-12,2022-04-12,17:28:30,17:30:02,4140.0,2700000.0,"1,533",116.7,119.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985228,2022-04-12,2022-04-12,17:33:29,17:35:02,3100.0,2000000.0,"1,550",113.4,115.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985292,2022-04-12,2022-04-12,17:39:28,17:44:01,9743.0,2141000.0,"4,550",135.4,137.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2985293,2022-04-12,2022-04-12,17:39:28,17:41:00,3067.0,2000000.0,"1,533",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985354,2022-04-12,2022-04-12,17:45:28,17:47:00,4447.0,2900000.0,"1,533",142.7,156.4,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2985384,2022-04-12,2022-04-12,17:49:29,17:52:00,5358.0,2129000.0,"2,517",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985496,2022-04-12,2022-04-12,18:06:28,18:09:01,5527.0,2167000.0,"2,550",110.9,113.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2982216,2022-04-11,2022-04-11,08:07:26,08:11:00,12002.0,3365000.0,"3,567",110.9,114.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2983177,2022-04-11,2022-04-11,17:38:29,17:41:00,7053.0,2803000.0,"2,517",110.9,114.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985420,2022-04-12,2022-04-12,17:54:29,17:56:00,3488.0,2300000.0,"1,517",115.9,118.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985460,2022-04-12,2022-04-12,18:00:29,18:02:00,3337.0,2200000.0,"1,517",110.7,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985461,2022-04-12,2022-04-12,18:00:29,18:02:01,3680.0,2400000.0,"1,533",114.5,116.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2983889,2022-04-12,2022-04-12,08:25:27,08:27:00,3100.0,2000000.0,"1,550",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2978696,2022-04-07,2022-04-07,08:40:28,08:44:01,8232.0,2319000.0,"3,550",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2978793,2022-04-07,2022-04-07,08:50:28,08:55:02,10047.0,2200000.0,"4,567",121.6,123.8,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2979946,2022-04-07,2022-04-07,17:26:30,17:55:02,93820.0,3288000.0,"28,533",110.9,113.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2984365,2022-04-12,2022-04-12,09:52:27,09:57:00,9758.0,2145000.0,"4,550",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985029,2022-04-12,2022-04-12,17:11:29,18:03:01,299152.0,5805000.0,"51,533",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2984676,2022-04-12,2022-04-12,16:17:29,16:21:00,8805.0,2504000.0,"3,517",131.6,134.3,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2984765,2022-04-12,2022-04-12,16:33:29,16:46:00,37680.0,3010000.0,"12,517",131.7,134.6,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2985475,2022-04-12,2022-04-12,18:02:29,18:04:00,3792.0,2500000.0,"1,517",110.8,113.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2982236,2022-04-11,2022-04-11,08:12:27,08:23:00,38540.0,3653000.0,"10,550",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985270,2022-04-12,2022-04-12,17:37:29,17:39:01,5827.0,3800000.0,"1,533",110.8,114.6,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985303,2022-04-12,2022-04-12,17:40:29,17:42:00,3488.0,2300000.0,"1,517",114.8,117.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985439,2022-04-12,2022-04-12,17:56:28,17:58:00,3220.0,2100000.0,"1,533",114.3,116.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2984014,2022-04-12,2022-04-12,08:40:27,08:43:00,5177.0,2030000.0,"2,550",144.1,156.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2983553,2022-04-12,2022-04-12,07:36:26,07:43:01,22470.0,3413000.0,"6,583",110.9,113.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985489,2022-04-12,2022-04-12,18:04:29,18:12:00,20248.0,2694000.0,"7,517",110.9,113.7,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2984156,2022-04-12,2022-04-12,08:55:28,08:59:00,1767.0,500000.0,"3,533",120.9,120.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2984330,2022-04-12,2022-04-12,09:36:27,09:38:00,3255.0,2100000.0,"1,550",114.2,116.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2980177,2022-04-07,2022-04-07,18:00:30,18:11:00,27052.0,2576000.0,"10,500",114.1,116.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2981027,2022-04-08,2022-04-08,16:21:29,16:32:01,28142.0,2672000.0,"10,533",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2982251,2022-04-11,2022-04-11,08:15:27,08:17:00,3255.0,2100000.0,"1,550",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2983655,2022-04-12,2022-04-12,07:53:27,07:55:01,3290.0,2100000.0,"1,567",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2984866,2022-04-12,2022-04-12,16:48:28,17:11:00,72295.0,3208000.0,"22,533",136.1,138.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2980085,2022-04-07,2022-04-07,17:44:30,17:52:00,17162.0,2288000.0,"7,500",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2984396,2022-04-12,2022-04-12,10:16:27,10:18:00,3720.0,2400000.0,"1,550",110.8,113.2,A,2,A2,descending,'s-Hertogenbosch,Utrecht,traffic jam outside rush hour (no cause reported),1,E-D
2984911,2022-04-12,2022-04-12,16:55:29,17:00:02,12672.0,2785000.0,"4,550",111.1,113.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985245,2022-04-12,2022-04-12,17:35:30,17:37:00,5250.0,3500000.0,"1,500",113.8,117.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2985247,2022-04-12,2022-04-12,17:35:30,17:38:01,5632.0,2238000.0,"2,517",134.3,136.6,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2998410,2022-04-21,2022-04-21,16:28:30,16:30:03,3255.0,2100000.0,"1,550",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2999289,2022-04-21,2022-04-21,18:04:30,18:32:00,105450.0,3835000.0,"27,500",110.9,113.7,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2998739,2022-04-21,2022-04-21,17:04:29,17:08:00,7838.0,2229000.0,"3,517",110.9,113.1,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
3002647,2022-04-25,2022-04-25,08:19:27,08:26:00,16035.0,2448000.0,"6,550",110.9,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2999039,2022-04-21,2022-04-21,17:35:30,17:40:02,22052.0,4864000.0,"4,533",117.4,122.3,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2999040,2022-04-21,2022-04-21,17:35:30,17:42:01,3258.0,500000.0,"6,517",115.4,115.4,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
3002652,2022-04-25,2022-04-25,08:20:26,08:22:00,3290.0,2100000.0,"1,567",110.9,113.0,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2998975,2022-04-21,2022-04-21,17:26:30,17:30:02,14840.0,4200000.0,"3,533",114.7,118.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2998514,2022-04-21,2022-04-21,16:40:30,16:47:00,5200.0,800000.0,"6,500",120.9,120.9,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
2999141,2022-04-21,2022-04-21,17:46:29,17:49:01,5320.0,2100000.0,"2,533",110.8,112.9,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
2999308,2022-04-21,2022-04-21,18:06:29,18:08:02,3565.0,2300000.0,"1,550",119.9,122.2,A,2,A2,descending,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),1,E-D
3004408,2022-04-26,2022-04-26,16:52:29,18:35:01,574507.0,5603000.0,"102,533",110.9,114.7,A,2,A2,descending,'s-Hertogenbosch,Utrecht,rush hour traffic jam (no cause reported),1,E-D
