NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Month,route
3266805,2022-11-10,2022-11-10,08:05:26,08:14:00,23363.0,2727000.0,"8,567",135.7,133.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268993,2022-11-10,2022-11-10,18:00:27,18:02:02,3325.0,2100000.0,"1,583",139.2,137.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3269119,2022-11-10,2022-11-10,18:17:27,18:19:00,3100.0,2000000.0,"1,550",139.8,137.8,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3269192,2022-11-10,2022-11-10,18:35:26,18:37:01,5542.0,3500000.0,"1,583",136.0,132.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268103,2022-11-10,2022-11-10,16:27:28,16:36:02,26073.0,3044000.0,"8,567",101.1,97.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3264401,2022-11-09,2022-11-09,07:11:25,07:56:00,182230.0,4087000.0,"44,583",108.9,106.8,A,50,A50,ascending,Eindhoven,Oss,,10,E-A
3264587,2022-11-09,2022-11-09,07:55:27,08:01:00,13612.0,2453000.0,"5,550",154.5,152.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3264588,2022-11-09,2022-11-09,07:55:27,07:58:02,5683.0,2200000.0,"2,583",159.7,157.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3266662,2022-11-10,2022-11-10,07:46:27,08:02:02,45493.0,2919000.0,"15,583",159.6,157.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3266728,2022-11-10,2022-11-10,07:56:26,07:58:00,3447.0,2200000.0,"1,567",139.9,137.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3269001,2022-11-10,2022-11-10,18:01:27,18:05:02,8347.0,2329000.0,"3,583",118.6,116.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3269163,2022-11-10,2022-11-10,18:27:27,18:31:01,8142.0,2283000.0,"3,567",134.3,132.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3269198,2022-11-10,2022-11-10,18:37:26,18:40:02,7720.0,2969000.0,"2,600",134.9,131.8,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268012,2022-11-10,2022-11-10,16:16:29,16:18:02,4340.0,2800000.0,"1,550",104.7,101.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268041,2022-11-10,2022-11-10,16:20:28,16:23:01,9895.0,3880000.0,"2,550",103.3,99.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268078,2022-11-10,2022-11-10,16:25:28,16:28:01,11782.0,4620000.0,"2,550",113.9,109.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3264501,2022-11-09,2022-11-09,07:39:25,07:54:00,48350.0,3315000.0,"14,583",154.7,152.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3264683,2022-11-09,2022-11-09,08:10:27,08:18:00,18933.0,2508000.0,"7,550",135.6,133.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3265389,2022-11-09,2022-11-09,16:20:28,16:22:00,3987.0,2600000.0,"1,533",136.5,133.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268118,2022-11-10,2022-11-10,16:29:29,16:31:00,5308.0,3500000.0,"1,517",111.8,108.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268265,2022-11-10,2022-11-10,16:44:29,16:48:02,7545.0,2125000.0,"3,550",113.9,111.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3265952,2022-11-09,2022-11-09,17:30:28,17:34:02,11287.0,3164000.0,"3,567",118.7,115.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268020,2022-11-10,2022-11-10,16:18:28,16:23:01,14753.0,3242000.0,"4,550",113.2,110.5,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268059,2022-11-10,2022-11-10,16:23:28,16:25:02,6110.0,3900000.0,"1,567",113.9,110.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268189,2022-11-10,2022-11-10,16:37:28,16:40:03,7455.0,2886000.0,"2,583",110.6,107.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268231,2022-11-10,2022-11-10,16:41:29,16:44:03,5133.0,2000000.0,"2,567",156.0,154.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268316,2022-11-10,2022-11-10,16:50:29,16:52:00,3185.0,2100000.0,"1,517",133.2,131.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268816,2022-11-10,2022-11-10,17:41:28,17:44:01,6885.0,2700000.0,"2,550",134.2,131.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3263498,2022-11-08,2022-11-08,16:53:28,16:55:01,5890.0,3800000.0,"1,550",118.2,114.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3264046,2022-11-08,2022-11-08,17:50:28,18:10:02,78688.0,4022000.0,"19,567",114.5,109.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3264513,2022-11-09,2022-11-09,07:41:26,07:44:01,6023.0,2332000.0,"2,583",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3265403,2022-11-09,2022-11-09,16:22:28,16:29:00,15442.0,2364000.0,"6,533",135.7,133.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3265526,2022-11-09,2022-11-09,16:39:28,16:58:02,56513.0,3044000.0,"18,567",114.1,112.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3266831,2022-11-10,2022-11-10,08:07:27,08:10:03,6800.0,2615000.0,"2,600",159.6,157.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268199,2022-11-10,2022-11-10,16:38:29,16:48:02,21902.0,2293000.0,"9,550",136.0,134.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268357,2022-11-10,2022-11-10,16:53:29,17:16:02,90162.0,3998000.0,"22,550",115.6,112.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268358,2022-11-10,2022-11-10,16:53:29,17:09:01,39973.0,2573000.0,"15,533",104.3,102.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268485,2022-11-10,2022-11-10,17:09:29,17:19:02,23125.0,2421000.0,"9,550",99.6,97.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268644,2022-11-10,2022-11-10,17:24:28,17:27:02,6673.0,2600000.0,"2,567",106.2,103.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268939,2022-11-10,2022-11-10,17:54:28,17:56:01,3410.0,2200000.0,"1,550",119.6,117.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3269131,2022-11-10,2022-11-10,18:22:27,18:24:00,3875.0,2500000.0,"1,550",134.5,132.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3269168,2022-11-10,2022-11-10,18:29:27,18:33:01,8482.0,2378000.0,"3,567",116.1,113.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3264160,2022-11-08,2022-11-08,18:10:27,18:16:00,16877.0,3041000.0,"5,550",134.9,131.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3264424,2022-11-09,2022-11-09,07:20:25,07:36:01,50800.0,3256000.0,"15,600",154.6,152.5,A,50,A50,ascending,Oss,Arnhem,,10,E-A
3264608,2022-11-09,2022-11-09,07:58:26,08:15:02,52497.0,3162000.0,"16,600",159.6,156.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3265842,2022-11-09,2022-11-09,17:19:29,17:38:02,54630.0,2945000.0,"18,550",138.4,136.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3268568,2022-11-10,2022-11-10,17:17:29,17:42:03,181703.0,7396000.0,"24,567",115.8,112.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268740,2022-11-10,2022-11-10,17:32:28,17:36:03,10392.0,2900000.0,"3,583",102.1,99.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268741,2022-11-10,2022-11-10,17:33:29,17:51:02,58523.0,3335000.0,"17,550",116.9,113.1,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3268869,2022-11-10,2022-11-10,17:46:28,18:16:01,119605.0,4048000.0,"29,550",118.4,115.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3269055,2022-11-10,2022-11-10,18:08:27,18:10:02,4433.0,2800000.0,"1,583",116.4,113.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3269699,2022-11-11,2022-11-11,15:00:28,15:15:02,37595.0,2581000.0,"14,567",136.9,134.8,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250450,2022-11-01,2022-11-01,08:53:27,08:56:02,5655.0,2189000.0,"2,583",150.1,147.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251500,2022-11-01,2022-11-01,17:03:28,17:05:02,4543.0,2900000.0,"1,567",139.4,136.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3252130,2022-11-01,2022-11-01,18:11:27,18:24:00,46610.0,3714000.0,"12,550",116.2,111.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253674,2022-11-02,2022-11-02,16:59:28,17:05:02,13455.0,2417000.0,"5,567",106.8,104.7,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253851,2022-11-02,2022-11-02,17:22:28,17:27:01,12973.0,2851000.0,"4,550",136.0,132.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251387,2022-11-01,2022-11-01,16:50:28,16:55:02,12183.0,2668000.0,"4,567",106.8,104.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253078,2022-11-02,2022-11-02,13:16:26,13:35:35,48835.0,2550000.0,"19,150",109.7,107.3,A,50,A50,ascending,Eindhoven,Oss,,10,E-A
3253337,2022-11-02,2022-11-02,16:15:28,16:24:01,22372.0,2617000.0,"8,550",135.7,133.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253757,2022-11-02,2022-11-02,17:10:28,17:12:00,3067.0,2000000.0,"1,533",133.7,131.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253967,2022-11-02,2022-11-02,17:34:28,17:47:00,41285.0,3294000.0,"12,533",120.2,117.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3254076,2022-11-02,2022-11-02,17:47:28,17:58:00,37878.0,3596000.0,"10,533",114.4,112.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3249705,2022-11-01,2022-11-01,07:39:25,07:41:00,3483.0,2200000.0,"1,583",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250170,2022-11-01,2022-11-01,08:23:26,08:28:03,12003.0,2600000.0,"4,617",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250460,2022-11-01,2022-11-01,08:54:27,08:56:02,3325.0,2100000.0,"1,583",152.5,150.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250659,2022-11-01,2022-11-01,09:43:26,10:50:36,335308.0,4992000.0,"67,167",152.9,151.2,A,50,A50,ascending,Oss,Arnhem,,10,E-A
3251281,2022-11-01,2022-11-01,16:39:28,16:47:00,15858.0,2105000.0,"7,533",135.9,133.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251617,2022-11-01,2022-11-01,17:13:28,17:17:01,9040.0,2546000.0,"3,550",115.5,112.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3251885,2022-11-01,2022-11-01,17:41:28,17:44:01,5355.0,2100000.0,"2,550",117.4,115.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3252118,2022-11-01,2022-11-01,18:09:28,18:11:00,6747.0,4400000.0,"1,533",116.4,112.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253859,2022-11-02,2022-11-02,17:23:28,17:33:01,30325.0,3175000.0,"9,550",113.6,109.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3250364,2022-11-01,2022-11-01,08:45:27,08:48:01,5720.0,2229000.0,"2,567",148.5,146.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250566,2022-11-01,2022-11-01,09:12:27,09:17:00,11950.0,2626000.0,"4,550",154.8,152.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250664,2022-11-01,2022-11-01,09:46:26,10:38:00,132177.0,2563000.0,"51,567",152.5,150.5,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),10,E-A
3251523,2022-11-01,2022-11-01,17:05:28,17:07:00,5520.0,3600000.0,"1,533",139.4,135.8,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253462,2022-11-02,2022-11-02,16:31:28,16:34:00,5255.0,2074000.0,"2,533",115.6,113.5,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3254690,2022-11-03,2022-11-03,07:53:26,08:09:00,44775.0,2876000.0,"15,567",159.7,157.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3254882,2022-11-03,2022-11-03,08:18:28,08:22:01,7370.0,2076000.0,"3,550",139.5,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3249813,2022-11-01,2022-11-01,07:51:26,07:56:00,14522.0,3180000.0,"4,567",134.6,131.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250085,2022-11-01,2022-11-01,08:14:26,08:18:01,12900.0,3600000.0,"3,583",159.6,156.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250184,2022-11-01,2022-11-01,08:24:27,08:28:03,8280.0,2300000.0,"3,600",151.0,148.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251635,2022-11-01,2022-11-01,17:15:28,17:17:01,3100.0,2000000.0,"1,550",120.2,118.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3252219,2022-11-01,2022-11-01,18:25:27,18:29:01,8448.0,2369000.0,"3,567",115.5,112.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3252563,2022-11-02,2022-11-02,07:32:25,07:34:00,5225.0,3300000.0,"1,583",139.8,136.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253779,2022-11-02,2022-11-02,17:13:28,17:21:00,28047.0,3723000.0,"7,533",116.2,112.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253780,2022-11-02,2022-11-02,17:13:28,17:16:00,5380.0,2124000.0,"2,533",107.9,105.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3255012,2022-11-03,2022-11-03,08:31:27,08:33:01,4857.0,3100000.0,"1,567",137.5,134.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3255426,2022-11-03,2022-11-03,14:22:27,14:45:00,77202.0,3424000.0,"22,550",146.9,144.9,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),10,E-A
3250478,2022-11-01,2022-11-01,08:56:27,09:12:01,39643.0,2547000.0,"15,567",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250581,2022-11-01,2022-11-01,09:14:26,09:16:02,4160.0,2600000.0,"1,600",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3249727,2022-11-01,2022-11-01,07:42:25,07:47:00,12828.0,2799000.0,"4,583",154.2,151.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250383,2022-11-01,2022-11-01,08:48:27,08:55:03,16108.0,2441000.0,"6,600",159.6,157.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250384,2022-11-01,2022-11-01,08:48:27,08:50:03,3200.0,2000000.0,"1,600",134.9,132.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251647,2022-11-01,2022-11-01,17:16:28,17:22:01,12968.0,2337000.0,"5,550",139.9,137.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251815,2022-11-01,2022-11-01,17:33:29,17:36:01,5573.0,2200000.0,"2,533",139.3,137.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3252643,2022-11-02,2022-11-02,07:51:26,07:53:00,3290.0,2100000.0,"1,567",136.7,134.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253554,2022-11-02,2022-11-02,16:44:28,16:51:00,16520.0,2529000.0,"6,533",110.9,108.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3255817,2022-11-03,2022-11-03,16:21:28,17:08:01,214180.0,4601000.0,"46,550",116.4,111.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3255866,2022-11-03,2022-11-03,16:26:28,16:56:01,114952.0,3890000.0,"29,550",139.4,137.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3255958,2022-11-03,2022-11-03,16:37:27,16:39:02,3642.0,2300000.0,"1,583",137.8,135.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250203,2022-11-01,2022-11-01,08:27:27,08:30:02,6717.0,2600000.0,"2,583",154.6,152.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250204,2022-11-01,2022-11-01,08:27:27,08:30:02,6717.0,2600000.0,"2,583",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250293,2022-11-01,2022-11-01,08:37:27,08:42:02,12322.0,2688000.0,"4,583",159.6,157.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250591,2022-11-01,2022-11-01,09:17:26,09:43:00,84603.0,3309000.0,"25,567",154.8,151.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251319,2022-11-01,2022-11-01,16:43:28,16:46:00,7307.0,2884000.0,"2,533",116.0,113.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3251429,2022-11-01,2022-11-01,16:55:28,17:03:01,15012.0,1988000.0,"7,550",104.6,102.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3251548,2022-11-01,2022-11-01,17:07:29,17:10:03,5608.0,2185000.0,"2,567",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251648,2022-11-01,2022-11-01,17:16:28,17:38:01,53528.0,2484000.0,"21,550",107.8,105.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3251918,2022-11-01,2022-11-01,17:44:28,17:48:01,9585.0,2700000.0,"3,550",116.8,114.1,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253799,2022-11-02,2022-11-02,17:16:28,17:30:03,32143.0,2366000.0,"13,583",107.1,104.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3256101,2022-11-03,2022-11-03,16:51:27,18:51:00,865708.0,7241000.0,"119,550",116.3,113.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3256258,2022-11-03,2022-11-03,17:07:28,17:10:04,7540.0,2900000.0,"2,600",115.7,112.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3249738,2022-11-01,2022-11-01,07:43:26,07:45:02,3840.0,2400000.0,"1,600",160.8,158.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250395,2022-11-01,2022-11-01,08:49:27,08:54:02,11917.0,2600000.0,"4,583",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251110,2022-11-01,2022-11-01,16:22:28,16:24:00,3220.0,2100000.0,"1,533",115.4,113.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3251329,2022-11-01,2022-11-01,16:44:29,16:49:01,9208.0,2031000.0,"4,533",108.0,105.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3251748,2022-11-01,2022-11-01,17:26:28,17:30:03,14333.0,4000000.0,"3,583",139.7,135.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253493,2022-11-02,2022-11-02,16:35:28,16:43:00,17225.0,2287000.0,"7,533",114.2,112.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253717,2022-11-02,2022-11-02,17:05:28,17:09:00,9307.0,2634000.0,"3,533",135.0,132.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253718,2022-11-02,2022-11-02,17:05:28,17:13:01,20158.0,2670000.0,"7,550",110.5,108.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3256194,2022-11-03,2022-11-03,17:00:27,17:05:03,19652.0,4272000.0,"4,600",108.5,104.1,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3254816,2022-11-03,2022-11-03,08:11:27,08:21:01,35765.0,3739000.0,"9,567",154.3,152.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3249648,2022-11-01,2022-11-01,07:32:25,07:40:02,22078.0,2899000.0,"7,617",154.4,151.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3249649,2022-11-01,2022-11-01,07:32:25,07:48:01,44893.0,2878000.0,"15,600",139.8,137.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250024,2022-11-01,2022-11-01,08:09:27,08:16:01,14742.0,2245000.0,"6,567",151.5,149.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250025,2022-11-01,2022-11-01,08:09:27,08:13:00,8875.0,2500000.0,"3,550",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251561,2022-11-01,2022-11-01,17:08:28,17:12:01,10222.0,2879000.0,"3,550",115.5,112.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3253571,2022-11-02,2022-11-02,16:46:28,16:49:01,5100.0,2000000.0,"2,550",136.0,134.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3253906,2022-11-02,2022-11-02,17:28:28,17:30:03,3642.0,2300000.0,"1,583",120.2,117.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),10,E-A
3254746,2022-11-03,2022-11-03,08:01:26,08:03:02,4800.0,3000000.0,"1,600",139.6,136.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3254936,2022-11-03,2022-11-03,08:23:27,08:25:02,3642.0,2300000.0,"1,583",139.6,137.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3255106,2022-11-03,2022-11-03,08:43:27,08:52:01,20040.0,2339000.0,"8,567",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3255246,2022-11-03,2022-11-03,09:06:26,09:09:00,6233.0,2429000.0,"2,567",152.5,150.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3249941,2022-11-01,2022-11-01,08:02:26,08:04:01,3483.0,2200000.0,"1,583",159.6,157.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250407,2022-11-01,2022-11-01,08:50:27,08:52:01,4073.0,2600000.0,"1,567",151.0,148.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250408,2022-11-01,2022-11-01,08:50:27,08:52:01,3603.0,2300000.0,"1,567",147.2,144.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250610,2022-11-01,2022-11-01,09:22:26,09:27:00,11063.0,2423000.0,"4,567",152.5,150.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3252596,2022-11-02,2022-11-02,07:40:26,07:43:00,5740.0,2236000.0,"2,567",135.1,132.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3255216,2022-11-03,2022-11-03,09:01:27,09:05:02,8240.0,2300000.0,"3,583",152.5,150.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250035,2022-11-01,2022-11-01,08:10:26,08:20:04,21957.0,2279000.0,"9,633",135.8,133.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3250125,2022-11-01,2022-11-01,08:19:27,08:24:03,9585.0,2084000.0,"4,600",152.5,150.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
3251574,2022-11-01,2022-11-01,17:09:28,17:11:01,3100.0,2000000.0,"1,550",135.7,133.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),10,E-A
