NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Month,route
3107902,2022-07-04,2022-07-04,16:53:27,16:58:00,11070.0,2433000.0,"4,550",133.8,131.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109166,2022-07-05,2022-07-05,16:22:27,16:24:00,3720.0,2400000.0,"1,550",139.4,137.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109233,2022-07-05,2022-07-05,16:31:27,16:35:02,7807.0,2179000.0,"3,583",108.7,106.5,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3105268,2022-07-01,2022-07-01,14:45:27,14:56:01,30040.0,2843000.0,"10,567",136.3,134.2,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3105809,2022-07-01,2022-07-01,16:11:27,17:07:00,282425.0,5084000.0,"55,550",139.8,134.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3105810,2022-07-01,2022-07-01,16:11:27,16:15:02,8885.0,2480000.0,"3,583",143.6,141.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3107866,2022-07-04,2022-07-04,16:39:27,16:49:00,34385.0,3601000.0,"9,550",137.5,132.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109205,2022-07-05,2022-07-05,16:27:27,16:29:01,4857.0,3100000.0,"1,567",118.7,115.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109206,2022-07-05,2022-07-05,16:27:27,16:30:03,6740.0,2592000.0,"2,600",136.4,133.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109271,2022-07-05,2022-07-05,16:36:28,16:40:03,11357.0,3169000.0,"3,583",139.5,135.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109297,2022-07-05,2022-07-05,16:40:27,16:52:03,31965.0,2756000.0,"11,600",135.8,133.8,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109298,2022-07-05,2022-07-05,16:40:27,16:42:01,3133.0,2000000.0,"1,567",139.9,137.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109379,2022-07-05,2022-07-05,16:50:27,16:52:03,3360.0,2100000.0,"1,600",120.1,118.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109600,2022-07-05,2022-07-05,17:22:27,17:24:00,3255.0,2100000.0,"1,550",106.4,104.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3105817,2022-07-01,2022-07-01,16:12:27,16:14:00,3565.0,2300000.0,"1,550",136.0,133.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3105984,2022-07-01,2022-07-01,16:34:27,16:37:00,8035.0,3151000.0,"2,550",139.6,136.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3106077,2022-07-01,2022-07-01,16:49:27,16:52:01,5900.0,2299000.0,"2,567",133.8,131.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3108996,2022-07-05,2022-07-05,15:49:27,15:51:00,4185.0,2700000.0,"1,550",135.0,132.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109051,2022-07-05,2022-07-05,16:00:27,16:39:01,127437.0,3304000.0,"38,567",137.8,135.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3107913,2022-07-04,2022-07-04,16:56:27,17:18:00,67365.0,3126000.0,"21,550",139.7,137.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109325,2022-07-05,2022-07-05,16:43:27,17:56:00,458160.0,6315000.0,"72,550",139.5,137.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109463,2022-07-05,2022-07-05,17:02:27,17:04:00,3720.0,2400000.0,"1,550",112.5,110.1,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109530,2022-07-05,2022-07-05,17:12:27,17:16:01,7507.0,2105000.0,"3,567",108.9,106.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109639,2022-07-05,2022-07-05,17:27:28,17:40:02,31478.0,2505000.0,"12,567",104.5,102.5,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109785,2022-07-05,2022-07-05,17:47:27,18:56:00,386598.0,5640000.0,"68,550",139.8,136.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109786,2022-07-05,2022-07-05,17:47:27,17:49:01,4543.0,2900000.0,"1,567",108.1,105.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3104989,2022-07-01,2022-07-01,13:43:27,13:45:02,3325.0,2100000.0,"1,583",139.4,137.3,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3105085,2022-07-01,2022-07-01,14:08:26,14:10:03,4365.0,2700000.0,"1,617",133.7,131.0,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3109357,2022-07-05,2022-07-05,16:47:28,17:42:01,206950.0,3794000.0,"54,550",117.3,113.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109499,2022-07-05,2022-07-05,17:08:27,17:11:01,5832.0,2272000.0,"2,567",110.7,108.5,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109795,2022-07-05,2022-07-05,17:49:28,17:52:02,7150.0,2786000.0,"2,567",107.7,104.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3108307,2022-07-05,2022-07-05,07:44:25,07:50:03,16277.0,2889000.0,"5,633",159.6,157.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3108344,2022-07-05,2022-07-05,07:52:25,07:58:00,13400.0,2400000.0,"5,583",136.8,134.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3104912,2022-07-01,2022-07-01,13:11:26,13:32:00,63753.0,3100000.0,"20,567",139.4,137.4,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3109876,2022-07-05,2022-07-05,18:07:27,18:09:00,4185.0,2700000.0,"1,550",111.4,108.7,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109926,2022-07-05,2022-07-05,18:29:26,18:38:00,28065.0,3276000.0,"8,567",139.8,137.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3108522,2022-07-05,2022-07-05,08:24:26,08:26:01,4117.0,2600000.0,"1,583",158.8,156.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3108553,2022-07-05,2022-07-05,08:31:26,09:51:57,565862.0,7028000.0,"80,517",160.4,158.4,A,50,A50,ascending,Oss,Arnhem,,6,E-A
3105003,2022-07-01,2022-07-01,13:45:27,13:52:01,16043.0,2443000.0,"6,567",135.3,133.2,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3109771,2022-07-05,2022-07-05,17:44:27,17:46:03,3840.0,2400000.0,"1,600",133.5,131.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3109809,2022-07-05,2022-07-05,17:52:27,17:56:00,9972.0,2809000.0,"3,550",106.8,103.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3109145,2022-07-05,2022-07-05,16:19:27,16:24:00,14145.0,3109000.0,"4,550",113.7,110.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3125584,2022-07-21,2022-07-21,17:33:27,17:53:01,53715.0,2745000.0,"19,567",113.7,111.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3126622,2022-07-22,2022-07-22,15:50:27,16:10:03,59707.0,3046000.0,"19,600",140.4,138.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3128789,2022-07-26,2022-07-26,17:21:31,17:24:00,6147.0,2475000.0,"2,483",132.6,130.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3125590,2022-07-21,2022-07-21,17:35:27,17:38:00,6375.0,2500000.0,"2,550",118.7,116.4,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3128885,2022-07-26,2022-07-26,18:02:30,18:15:02,36932.0,2947000.0,"12,533",137.6,134.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3126753,2022-07-22,2022-07-22,16:37:27,16:39:00,3410.0,2200000.0,"1,550",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3128727,2022-07-26,2022-07-26,16:54:31,17:18:00,77720.0,3310000.0,"23,483",139.5,137.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3129535,2022-07-27,2022-07-27,17:25:30,17:29:00,8410.0,2403000.0,"3,500",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3128814,2022-07-26,2022-07-26,17:29:30,17:31:00,3900.0,2600000.0,"1,500",139.6,137.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3128817,2022-07-26,2022-07-26,17:31:30,17:49:00,64377.0,3679000.0,"17,500",137.5,131.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3130976,2022-07-29,2022-07-29,14:09:29,14:13:00,7033.0,2000000.0,"3,517",152.0,150.0,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3131153,2022-07-29,2022-07-29,14:53:28,15:11:01,48485.0,2763000.0,"17,550",141.6,138.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3131185,2022-07-29,2022-07-29,15:25:54,15:34:00,20838.0,2573000.0,"8,100",140.3,137.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3124677,2022-07-20,2022-07-20,17:07:27,17:10:02,6043.0,2339000.0,"2,583",115.9,113.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3125616,2022-07-21,2022-07-21,17:41:27,17:43:00,3410.0,2200000.0,"1,550",106.1,103.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3126568,2022-07-22,2022-07-22,15:36:27,15:38:00,3410.0,2200000.0,"1,550",140.1,137.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3125426,2022-07-21,2022-07-21,16:47:27,16:50:02,6085.0,2355000.0,"2,583",113.7,111.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3125529,2022-07-21,2022-07-21,17:19:28,17:27:00,21432.0,2845000.0,"7,533",118.8,116.3,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3128614,2022-07-26,2022-07-26,16:05:30,16:09:00,7602.0,2172000.0,"3,500",134.5,132.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3128841,2022-07-26,2022-07-26,17:38:29,17:42:00,8117.0,2308000.0,"3,517",140.1,137.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3130786,2022-07-29,2022-07-29,13:08:29,15:04:43,767083.0,6600000.0,"116,233",152.3,150.3,A,50,A50,ascending,Oss,Arnhem,,6,E-A
3125264,2022-07-21,2022-07-21,15:55:27,16:00:03,11222.0,2439000.0,"4,600",137.3,135.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3125642,2022-07-21,2022-07-21,17:49:27,18:08:00,70095.0,3779000.0,"18,550",118.7,116.5,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3130937,2022-07-29,2022-07-29,13:56:28,14:10:52,30075.0,2089000.0,"14,400",152.0,150.0,A,50,A50,ascending,Oss,Arnhem,,6,E-A
3128850,2022-07-26,2022-07-26,17:44:30,17:46:00,3150.0,2100000.0,"1,500",139.8,137.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3130894,2022-07-29,2022-07-29,13:45:29,13:52:00,14103.0,2164000.0,"6,517",146.1,144.1,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3130895,2022-07-29,2022-07-29,13:45:29,13:53:00,18620.0,2477000.0,"7,517",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3125368,2022-07-21,2022-07-21,16:30:27,16:42:00,32188.0,2787000.0,"11,550",118.0,115.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3131360,2022-07-29,2022-07-29,15:57:29,16:01:00,8065.0,2293000.0,"3,517",139.9,137.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3125457,2022-07-21,2022-07-21,16:58:27,17:00:03,3360.0,2100000.0,"1,600",110.7,108.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3125566,2022-07-21,2022-07-21,17:29:28,17:31:00,3067.0,2000000.0,"1,533",114.9,112.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3128872,2022-07-26,2022-07-26,17:54:30,18:02:00,22992.0,3066000.0,"7,500",135.3,131.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3128878,2022-07-26,2022-07-26,17:57:30,18:02:00,9357.0,2079000.0,"4,500",138.9,136.8,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3125467,2022-07-21,2022-07-21,17:01:27,17:41:00,137725.0,3482000.0,"39,550",118.8,116.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3125577,2022-07-21,2022-07-21,17:31:27,17:33:00,3255.0,2100000.0,"1,550",114.3,112.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3130772,2022-07-29,2022-07-29,13:03:29,13:08:01,9328.0,2058000.0,"4,533",152.3,150.2,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3126663,2022-07-22,2022-07-22,16:02:27,16:08:00,12072.0,2175000.0,"5,550",140.4,138.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3126681,2022-07-22,2022-07-22,16:09:27,16:13:00,8200.0,2310000.0,"3,550",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3126687,2022-07-22,2022-07-22,16:12:27,16:15:02,7460.0,2888000.0,"2,583",134.6,131.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3118387,2022-07-13,2022-07-13,16:18:28,16:25:02,16050.0,2444000.0,"6,567",116.4,114.0,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3118555,2022-07-13,2022-07-13,17:04:28,17:42:00,150630.0,4013000.0,"37,533",117.8,115.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3119113,2022-07-14,2022-07-14,08:29:26,08:31:00,3760.0,2400000.0,"1,567",159.6,157.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119848,2022-07-14,2022-07-14,16:54:28,17:02:00,21885.0,2905000.0,"7,533",136.2,133.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3121313,2022-07-15,2022-07-15,15:12:27,15:15:03,5333.0,2051000.0,"2,600",149.1,147.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3117423,2022-07-12,2022-07-12,16:26:27,16:31:02,9558.0,2085000.0,"4,583",135.3,133.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3117601,2022-07-12,2022-07-12,17:16:27,17:18:01,3447.0,2200000.0,"1,567",112.0,109.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3117683,2022-07-12,2022-07-12,17:35:28,17:37:00,3067.0,2000000.0,"1,533",114.8,112.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3119026,2022-07-14,2022-07-14,07:54:25,07:58:00,7100.0,1981000.0,"3,583",156.0,154.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119029,2022-07-14,2022-07-14,07:55:25,08:14:00,55607.0,2992000.0,"18,583",159.8,157.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119879,2022-07-14,2022-07-14,17:01:28,17:03:01,3255.0,2100000.0,"1,550",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120133,2022-07-14,2022-07-14,17:56:28,18:01:01,11938.0,2624000.0,"4,550",134.5,131.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120419,2022-07-15,2022-07-15,11:00:27,11:07:00,19512.0,2979000.0,"6,550",157.6,155.0,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3119123,2022-07-14,2022-07-14,08:32:27,08:37:00,13623.0,2994000.0,"4,550",159.7,157.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119890,2022-07-14,2022-07-14,17:04:28,17:06:01,2790.0,1800000.0,"1,550",133.4,131.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119935,2022-07-14,2022-07-14,17:15:28,17:21:00,13063.0,2361000.0,"5,533",134.5,131.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120007,2022-07-14,2022-07-14,17:28:28,17:40:03,38288.0,3305000.0,"11,583",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120067,2022-07-14,2022-07-14,17:40:28,17:54:00,35643.0,2634000.0,"13,533",137.0,134.7,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120134,2022-07-14,2022-07-14,17:56:28,18:01:01,9877.0,2171000.0,"4,550",139.7,137.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3122250,2022-07-15,2022-07-15,18:18:27,18:34:00,47818.0,3075000.0,"15,550",139.8,137.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3118402,2022-07-13,2022-07-13,16:22:27,17:02:02,167218.0,4224000.0,"39,583",103.8,101.6,A,50,A50,ascending,Eindhoven,Oss,,6,E-A
3119040,2022-07-14,2022-07-14,07:59:26,08:01:00,3603.0,2300000.0,"1,567",134.5,132.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3117533,2022-07-12,2022-07-12,16:58:27,17:01:01,8373.0,3262000.0,"2,567",117.1,113.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3118651,2022-07-13,2022-07-13,17:26:28,17:29:00,5573.0,2200000.0,"2,533",139.8,137.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119135,2022-07-14,2022-07-14,08:37:26,08:57:00,69238.0,3539000.0,"19,567",157.1,152.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119952,2022-07-14,2022-07-14,17:17:28,17:38:01,78275.0,3809000.0,"20,550",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120089,2022-07-14,2022-07-14,17:45:28,17:48:00,6760.0,2668000.0,"2,533",139.6,137.0,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3117704,2022-07-12,2022-07-12,17:41:28,17:43:00,3220.0,2100000.0,"1,533",138.7,136.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120165,2022-07-14,2022-07-14,18:06:27,18:17:01,26433.0,2502000.0,"10,567",136.2,133.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3117629,2022-07-12,2022-07-12,17:24:28,17:28:00,7420.0,2100000.0,"3,533",136.2,134.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119764,2022-07-14,2022-07-14,16:34:28,16:36:00,3373.0,2200000.0,"1,533",114.8,112.6,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3123301,2022-07-18,2022-07-18,11:02:26,11:04:00,3290.0,2100000.0,"1,567",161.6,159.5,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3119155,2022-07-14,2022-07-14,08:45:27,08:48:00,5473.0,2146000.0,"2,550",159.4,157.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119772,2022-07-14,2022-07-14,16:36:28,16:40:02,7565.0,2121000.0,"3,567",114.0,111.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3123306,2022-07-18,2022-07-18,11:06:26,11:12:00,13583.0,2440000.0,"5,567",161.6,159.5,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3124031,2022-07-19,2022-07-19,12:56:26,13:24:59,70657.0,2475000.0,"28,550",149.5,147.4,A,50,A50,ascending,Oss,Arnhem,,6,E-A
3117553,2022-07-12,2022-07-12,17:04:27,17:11:00,19503.0,2978000.0,"6,550",116.2,112.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3117723,2022-07-12,2022-07-12,17:47:28,17:49:01,3100.0,2000000.0,"1,550",136.5,134.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3118594,2022-07-13,2022-07-13,17:15:28,17:25:02,24403.0,2551000.0,"9,567",107.1,104.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3119066,2022-07-14,2022-07-14,08:10:26,08:22:00,31118.0,2690000.0,"11,567",136.5,134.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120396,2022-07-15,2022-07-15,10:46:27,10:52:00,11913.0,2147000.0,"5,550",157.7,155.5,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3118984,2022-07-14,2022-07-14,07:40:25,07:55:02,55530.0,3799000.0,"14,617",160.2,158.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119787,2022-07-14,2022-07-14,16:40:28,16:43:00,6145.0,2426000.0,"2,533",133.9,131.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3120402,2022-07-15,2022-07-15,10:52:26,10:58:00,13747.0,2469000.0,"5,567",157.7,155.3,A,50,A50,ascending,Oss,Arnhem,traffic jam outside rush hour (no cause reported),6,E-A
3121290,2022-07-15,2022-07-15,15:09:27,15:12:00,5590.0,2192000.0,"2,550",147.5,145.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3122224,2022-07-15,2022-07-15,17:51:27,17:56:00,14597.0,3208000.0,"4,550",139.8,136.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3118679,2022-07-13,2022-07-13,17:32:28,17:36:00,8962.0,2536000.0,"3,533",106.2,103.9,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3119079,2022-07-14,2022-07-14,08:15:26,08:17:00,2663.0,1700000.0,"1,567",153.6,151.9,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3122261,2022-07-15,2022-07-15,18:30:27,18:33:00,5865.0,2300000.0,"2,550",139.8,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3117653,2022-07-12,2022-07-12,17:28:28,17:33:01,10010.0,2200000.0,"4,550",135.5,133.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3117737,2022-07-12,2022-07-12,17:52:28,17:57:00,9880.0,2179000.0,"4,533",135.3,133.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119084,2022-07-14,2022-07-14,08:17:26,08:19:00,3917.0,2500000.0,"1,567",159.7,157.2,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119003,2022-07-14,2022-07-14,07:46:25,07:51:01,13292.0,2889000.0,"4,600",139.7,137.4,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119093,2022-07-14,2022-07-14,08:22:26,08:36:00,51700.0,3811000.0,"13,567",156.5,153.1,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119816,2022-07-14,2022-07-14,16:48:28,16:50:03,3483.0,2200000.0,"1,583",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3121836,2022-07-15,2022-07-15,16:26:28,18:11:00,726260.0,6948000.0,"104,533",140.3,138.2,A,50,A50,ascending,Oss,Arnhem,,6,E-A
3119097,2022-07-14,2022-07-14,08:23:26,08:27:00,8615.0,2415000.0,"3,567",159.6,157.5,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119185,2022-07-14,2022-07-14,08:57:26,08:59:00,3290.0,2100000.0,"1,567",154.7,152.6,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3118542,2022-07-13,2022-07-13,17:00:28,17:02:01,3100.0,2000000.0,"1,550",120.2,118.2,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3119193,2022-07-14,2022-07-14,09:01:27,09:05:02,7465.0,2083000.0,"3,583",154.3,152.3,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
3119830,2022-07-14,2022-07-14,16:51:28,16:55:02,9230.0,2588000.0,"3,567",114.0,111.8,A,50,A50,ascending,Eindhoven,Oss,rush hour traffic jam (no cause reported),6,E-A
3119835,2022-07-14,2022-07-14,16:52:28,16:54:00,5673.0,3700000.0,"1,533",139.5,135.8,A,50,A50,ascending,Oss,Arnhem,rush hour traffic jam (no cause reported),6,E-A
